ID,Material_transformation_id,Type,Quantity,Condition,Unit
50974,5933,Visible,,Illuminated area condition,M2
50975,5934,Slurry,0.02,Reactor condition,L
50976,5934,Powder(Suspended),0.01,Catalyst set up condition,GM
50977,5934,Xenon(Xe),150.00,Lamp power condition,W
50978,5934,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
50979,5934,,0.00,Temperature condition,DEG_C
50980,5934,,0.00,Preasure condition,BAR
50981,5934,,,Space velocity condition,PER-HR
50982,5934,,4.00,Reaction time condition,HR
50983,5934,Liquid,0,Reaction medium condition,PH
50984,5934,Solar Simulator,,Wavelength condition,NanoM
50985,5934,Solar Simulator,,Illuminated area condition,M2
50986,5935,Slurry,0.02,Reactor condition,L
50987,5935,Powder(Suspended),0.01,Catalyst set up condition,GM
50988,5935,Xenon(Xe),150.00,Lamp power condition,W
50989,5935,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
50990,5935,,0.00,Temperature condition,DEG_C
50991,5935,,0.00,Preasure condition,BAR
50992,5935,,,Space velocity condition,PER-HR
50993,5935,,4.00,Reaction time condition,HR
50994,5935,Liquid,0,Reaction medium condition,PH
50995,5935,Solar Simulator,,Wavelength condition,NanoM
50996,5935,Solar Simulator,,Illuminated area condition,M2
50997,5936,Slurry,0.02,Reactor condition,L
50998,5936,Powder(Suspended),0.01,Catalyst set up condition,GM
50999,5936,Xenon(Xe),150.00,Lamp power condition,W
51000,5936,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51001,5936,,0.00,Temperature condition,DEG_C
51002,5936,,0.00,Preasure condition,BAR
51003,5936,,,Space velocity condition,PER-HR
51004,5936,,4.00,Reaction time condition,HR
51005,5936,Liquid,0,Reaction medium condition,PH
51006,5936,Solar Simulator,,Wavelength condition,NanoM
51007,5936,Solar Simulator,,Illuminated area condition,M2
51008,5937,Slurry,0.02,Reactor condition,L
51009,5937,Powder(Suspended),0.01,Catalyst set up condition,GM
51010,5937,Xenon(Xe),150.00,Lamp power condition,W
51011,5937,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51012,5937,,0.00,Temperature condition,DEG_C
51013,5937,,0.00,Preasure condition,BAR
51014,5937,,,Space velocity condition,PER-HR
51015,5937,,4.00,Reaction time condition,HR
51016,5937,Liquid,0,Reaction medium condition,PH
51017,5937,Solar Simulator,,Wavelength condition,NanoM
51018,5937,Solar Simulator,,Illuminated area condition,M2
51019,5938,Slurry,0.02,Reactor condition,L
51020,5938,Powder(Suspended),0.01,Catalyst set up condition,GM
51021,5938,Xenon(Xe),150.00,Lamp power condition,W
51022,5938,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51023,5938,,0.00,Temperature condition,DEG_C
51024,5938,,0.00,Preasure condition,BAR
51025,5938,,,Space velocity condition,PER-HR
51026,5938,,4.00,Reaction time condition,HR
51027,5938,Liquid,0,Reaction medium condition,PH
51028,5938,Solar Simulator,,Wavelength condition,NanoM
51029,5938,Solar Simulator,,Illuminated area condition,M2
51030,5939,Slurry,0.02,Reactor condition,L
51031,5939,Powder(Suspended),0.01,Catalyst set up condition,GM
51032,5939,Xenon(Xe),150.00,Lamp power condition,W
51033,5939,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51034,5939,,0.00,Temperature condition,DEG_C
51035,5939,,0.00,Preasure condition,BAR
51036,5939,,,Space velocity condition,PER-HR
51037,5939,,4.00,Reaction time condition,HR
51038,5939,Liquid,0,Reaction medium condition,PH
51039,5939,Solar Simulator,,Wavelength condition,NanoM
51040,5939,Solar Simulator,,Illuminated area condition,M2
51041,5940,Slurry,0.02,Reactor condition,L
51042,5940,Powder(Suspended),0.01,Catalyst set up condition,GM
51043,5940,Xenon(Xe),150.00,Lamp power condition,W
51044,5940,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51045,5940,,0.00,Temperature condition,DEG_C
51046,5940,,0.00,Preasure condition,BAR
51047,5940,,,Space velocity condition,PER-HR
51048,5940,,4.00,Reaction time condition,HR
51049,5940,Liquid,0,Reaction medium condition,PH
51050,5940,Solar Simulator,,Wavelength condition,NanoM
51051,5940,Solar Simulator,,Illuminated area condition,M2
51052,5941,Slurry,0.02,Reactor condition,L
51053,5941,Powder(Suspended),0.01,Catalyst set up condition,GM
51054,5941,Xenon(Xe),150.00,Lamp power condition,W
51055,5941,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51056,5941,,0.00,Temperature condition,DEG_C
51057,5941,,0.00,Preasure condition,BAR
51058,5941,,,Space velocity condition,PER-HR
51059,5941,,4.00,Reaction time condition,HR
51060,5941,Liquid,0,Reaction medium condition,PH
51061,5941,Solar Simulator,,Wavelength condition,NanoM
51062,5941,Solar Simulator,,Illuminated area condition,M2
51063,5942,Slurry,0.02,Reactor condition,L
51064,5942,Powder(Suspended),0.01,Catalyst set up condition,GM
51065,5942,Xenon(Xe),150.00,Lamp power condition,W
51066,5942,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51067,5942,,0.00,Temperature condition,DEG_C
51068,5942,,0.00,Preasure condition,BAR
51069,5942,,,Space velocity condition,PER-HR
51070,5942,,4.00,Reaction time condition,HR
51071,5942,Liquid,0,Reaction medium condition,PH
51072,5942,Solar Simulator,,Wavelength condition,NanoM
51073,5942,Solar Simulator,,Illuminated area condition,M2
51074,5943,Slurry,0.00,Reactor condition,L
51075,5943,Powder(Suspended),0.005,Catalyst set up condition,GM
51076,5943,Xenon(Xe),300.00,Lamp power condition,W
51077,5943,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51078,5943,,0.00,Temperature condition,DEG_C
51079,5943,,0.00,Preasure condition,BAR
51080,5943,,,Space velocity condition,PER-HR
51081,5943,,10.00,Reaction time condition,HR
51082,5943,Liquid,0,Reaction medium condition,PH
51083,5943,Visible,400-780,Wavelength condition,NanoM
51084,5943,Visible,,Illuminated area condition,M2
51085,5944,Slurry,0.00,Reactor condition,L
51086,5944,Powder(Suspended),0.005,Catalyst set up condition,GM
51087,5944,Xenon(Xe),300.00,Lamp power condition,W
51088,5944,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51089,5944,,0.00,Temperature condition,DEG_C
51090,5944,,0.00,Preasure condition,BAR
51091,5944,,,Space velocity condition,PER-HR
51092,5944,,10.00,Reaction time condition,HR
51093,5944,Liquid,0,Reaction medium condition,PH
51094,5944,Visible,400-780,Wavelength condition,NanoM
51095,5944,Visible,,Illuminated area condition,M2
51096,5945,Slurry,0.00,Reactor condition,L
51097,5945,Powder(Suspended),0.005,Catalyst set up condition,GM
51098,5945,Xenon(Xe),300.00,Lamp power condition,W
51099,5945,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
51100,5945,,0.00,Temperature condition,DEG_C
51101,5945,,0.00,Preasure condition,BAR
51102,5945,,,Space velocity condition,PER-HR
51103,5945,,10.00,Reaction time condition,HR
51104,5945,Liquid,0,Reaction medium condition,PH
51105,5945,Visible,400-780,Wavelength condition,NanoM
51106,5945,Visible,,Illuminated area condition,M2
51107,5946,Slurry,0.10,Reactor condition,L
51108,5946,Powder(Suspended),0.1,Catalyst set up condition,GM
51109,5946,Xenon(Xe),300.00,Lamp power condition,W
51110,5946,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51111,5946,,20.00,Temperature condition,DEG_C
51112,5946,,0.00,Preasure condition,BAR
51113,5946,,,Space velocity condition,PER-HR
51114,5946,,3.00,Reaction time condition,HR
51115,5946,Liquid,0,Reaction medium condition,PH
51116,5946,Visible,400-780,Wavelength condition,NanoM
51117,5946,Visible,,Illuminated area condition,M2
51118,5947,Slurry,0.10,Reactor condition,L
51119,5947,Powder(Suspended),0.1,Catalyst set up condition,GM
51120,5947,Xenon(Xe),300.00,Lamp power condition,W
51121,5947,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51122,5947,,20.00,Temperature condition,DEG_C
51123,5947,,0.00,Preasure condition,BAR
51124,5947,,,Space velocity condition,PER-HR
51125,5947,,3.00,Reaction time condition,HR
51126,5947,Liquid,0,Reaction medium condition,PH
51127,5947,Visible,400-780,Wavelength condition,NanoM
51128,5947,Visible,,Illuminated area condition,M2
51129,5948,Slurry,0.10,Reactor condition,L
51130,5948,Powder(Suspended),0.1,Catalyst set up condition,GM
51131,5948,Xenon(Xe),300.00,Lamp power condition,W
51132,5948,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51133,5948,,20.00,Temperature condition,DEG_C
51134,5948,,0.00,Preasure condition,BAR
51135,5948,,,Space velocity condition,PER-HR
51136,5948,,3.00,Reaction time condition,HR
51137,5948,Liquid,0,Reaction medium condition,PH
51138,5948,Visible,400-780,Wavelength condition,NanoM
51139,5948,Visible,,Illuminated area condition,M2
51140,5949,Slurry,0.10,Reactor condition,L
51141,5949,Powder(Suspended),0.1,Catalyst set up condition,GM
51142,5949,Xenon(Xe),300.00,Lamp power condition,W
51143,5949,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51144,5949,,20.00,Temperature condition,DEG_C
51145,5949,,0.00,Preasure condition,BAR
51146,5949,,,Space velocity condition,PER-HR
51147,5949,,3.00,Reaction time condition,HR
51148,5949,Liquid,0,Reaction medium condition,PH
51149,5949,Visible,400-780,Wavelength condition,NanoM
51150,5949,Visible,,Illuminated area condition,M2
51151,5950,Fixed-bed,0.21,Reactor condition,L
51152,5950,Powder(Supported),0.1,Catalyst set up condition,GM
51153,5950,Xenon(Xe),400.00,Lamp power condition,W
51154,5950,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51155,5950,,0.00,Temperature condition,DEG_C
51156,5950,,0.00,Preasure condition,BAR
51157,5950,,0.00,Space velocity condition,PER-HR
51158,5950,,5.00,Reaction time condition,HR
51159,5950,Gas,,Reaction medium condition,PH
51160,5950,Visible,400-780,Wavelength condition,NanoM
51161,5950,Visible,,Illuminated area condition,M2
51162,5951,Fixed-bed,0.21,Reactor condition,L
51163,5951,Powder(Supported),0.1,Catalyst set up condition,GM
51164,5951,Xenon(Xe),400.00,Lamp power condition,W
51165,5951,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51166,5951,,0.00,Temperature condition,DEG_C
51167,5951,,0.00,Preasure condition,BAR
51168,5951,,0.00,Space velocity condition,PER-HR
51169,5951,,5.00,Reaction time condition,HR
51170,5951,Gas,,Reaction medium condition,PH
51171,5951,Visible,400-780,Wavelength condition,NanoM
51172,5951,Visible,,Illuminated area condition,M2
51173,5952,Fixed-bed,0.21,Reactor condition,L
51174,5952,Powder(Supported),0.1,Catalyst set up condition,GM
51175,5952,Xenon(Xe),400.00,Lamp power condition,W
51176,5952,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51177,5952,,0.00,Temperature condition,DEG_C
51178,5952,,0.00,Preasure condition,BAR
51179,5952,,0.00,Space velocity condition,PER-HR
51180,5952,,5.00,Reaction time condition,HR
51181,5952,Gas,,Reaction medium condition,PH
51182,5952,Visible,400-780,Wavelength condition,NanoM
51183,5952,Visible,,Illuminated area condition,M2
51184,5953,Fixed-bed,0.21,Reactor condition,L
51185,5953,Powder(Supported),0.1,Catalyst set up condition,GM
51186,5953,Xenon(Xe),400.00,Lamp power condition,W
51187,5953,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51188,5953,,0.00,Temperature condition,DEG_C
51189,5953,,0.00,Preasure condition,BAR
51190,5953,,0.00,Space velocity condition,PER-HR
51191,5953,,5.00,Reaction time condition,HR
51192,5953,Gas,,Reaction medium condition,PH
51193,5953,Visible,400-780,Wavelength condition,NanoM
51194,5953,Visible,,Illuminated area condition,M2
51195,5954,Fixed-bed,0.21,Reactor condition,L
51196,5954,Powder(Supported),0.1,Catalyst set up condition,GM
51197,5954,Xenon(Xe),400.00,Lamp power condition,W
51198,5954,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51199,5954,,0.00,Temperature condition,DEG_C
51200,5954,,0.00,Preasure condition,BAR
51201,5954,,0.00,Space velocity condition,PER-HR
51202,5954,,5.00,Reaction time condition,HR
51203,5954,Gas,,Reaction medium condition,PH
51204,5954,Visible,400-780,Wavelength condition,NanoM
51205,5954,Visible,,Illuminated area condition,M2
51206,5955,Fixed-bed,0.21,Reactor condition,L
51207,5955,Powder(Supported),0.1,Catalyst set up condition,GM
51208,5955,Xenon(Xe),400.00,Lamp power condition,W
51209,5955,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51210,5955,,0.00,Temperature condition,DEG_C
51211,5955,,0.00,Preasure condition,BAR
51212,5955,,0.00,Space velocity condition,PER-HR
51213,5955,,5.00,Reaction time condition,HR
51214,5955,Gas,,Reaction medium condition,PH
51215,5955,Visible,400-780,Wavelength condition,NanoM
51216,5955,Visible,,Illuminated area condition,M2
51217,5956,Slurry,0.08,Reactor condition,L
51218,5956,Powder(Suspended),0.05,Catalyst set up condition,GM
51219,5956,Xenon(Xe),300.00,Lamp power condition,W
51220,5956,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51221,5956,,0.00,Temperature condition,DEG_C
51222,5956,,1.00,Preasure condition,BAR
51223,5956,,0.00,Space velocity condition,PER-HR
51224,5956,,10.00,Reaction time condition,HR
51225,5956,Liquid,0,Reaction medium condition,PH
51226,5956,Visible,400-780,Wavelength condition,NanoM
51227,5956,Visible,,Illuminated area condition,M2
51228,5957,Slurry,0.08,Reactor condition,L
51229,5957,Powder(Suspended),0.05,Catalyst set up condition,GM
51230,5957,Xenon(Xe),300.00,Lamp power condition,W
51231,5957,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51232,5957,,0.00,Temperature condition,DEG_C
51233,5957,,1.00,Preasure condition,BAR
51234,5957,,0.00,Space velocity condition,PER-HR
51235,5957,,10.00,Reaction time condition,HR
51236,5957,Liquid,0,Reaction medium condition,PH
51237,5957,Visible,400-780,Wavelength condition,NanoM
51238,5957,Visible,,Illuminated area condition,M2
51239,5958,Slurry,0.08,Reactor condition,L
51240,5958,Powder(Suspended),0.05,Catalyst set up condition,GM
51241,5958,Xenon(Xe),300.00,Lamp power condition,W
51242,5958,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51243,5958,,0.00,Temperature condition,DEG_C
51244,5958,,1.00,Preasure condition,BAR
51245,5958,,0.00,Space velocity condition,PER-HR
51246,5958,,10.00,Reaction time condition,HR
51247,5958,Liquid,0,Reaction medium condition,PH
51248,5958,Visible,400-780,Wavelength condition,NanoM
51249,5958,Visible,,Illuminated area condition,M2
51250,5959,Slurry,0.08,Reactor condition,L
51251,5959,Powder(Suspended),0.05,Catalyst set up condition,GM
51252,5959,Xenon(Xe),300.00,Lamp power condition,W
51253,5959,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51254,5959,,0.00,Temperature condition,DEG_C
51255,5959,,1.00,Preasure condition,BAR
51256,5959,,0.00,Space velocity condition,PER-HR
51257,5959,,10.00,Reaction time condition,HR
51258,5959,Liquid,0,Reaction medium condition,PH
51259,5959,Visible,400-780,Wavelength condition,NanoM
51260,5959,Visible,,Illuminated area condition,M2
51261,5960,Slurry,0.08,Reactor condition,L
51262,5960,Powder(Suspended),0.05,Catalyst set up condition,GM
51263,5960,Xenon(Xe),300.00,Lamp power condition,W
51264,5960,Xenon(Xe),800.00,Lamp irradiance condition,W-PER-M2
51265,5960,,0.00,Temperature condition,DEG_C
51266,5960,,1.00,Preasure condition,BAR
51267,5960,,0.00,Space velocity condition,PER-HR
51268,5960,,10.00,Reaction time condition,HR
51269,5960,Liquid,0,Reaction medium condition,PH
51270,5960,Visible,400-780,Wavelength condition,NanoM
51271,5960,Visible,,Illuminated area condition,M2
51272,5961,Fixed-bed,0.23,Reactor condition,L
51273,5961,Powder(Supported),0.1,Catalyst set up condition,GM
51274,5961,Xenon(Xe),300.00,Lamp power condition,W
51275,5961,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51276,5961,,0.00,Temperature condition,DEG_C
51277,5961,,0.00,Preasure condition,BAR
51278,5961,,0.00,Space velocity condition,PER-HR
51279,5961,,8.00,Reaction time condition,HR
51280,5961,Gas,,Reaction medium condition,PH
51281,5961,Visible,400-780,Wavelength condition,NanoM
51282,5961,Visible,,Illuminated area condition,M2
51283,5962,Fixed-bed,0.23,Reactor condition,L
51284,5962,Powder(Supported),0.1,Catalyst set up condition,GM
51285,5962,Xenon(Xe),300.00,Lamp power condition,W
51286,5962,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51287,5962,,0.00,Temperature condition,DEG_C
51288,5962,,0.00,Preasure condition,BAR
51289,5962,,0.00,Space velocity condition,PER-HR
51290,5962,,8.00,Reaction time condition,HR
51291,5962,Gas,,Reaction medium condition,PH
51292,5962,Visible,400-780,Wavelength condition,NanoM
51293,5962,Visible,,Illuminated area condition,M2
51294,5963,Slurry,0.10,Reactor condition,L
51295,5963,Powder(Suspended),0.005,Catalyst set up condition,GM
51296,5963,Xenon(Xe),300.00,Lamp power condition,W
51297,5963,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51298,5963,,0.00,Temperature condition,DEG_C
51299,5963,,0.00,Preasure condition,BAR
51300,5963,,,Space velocity condition,PER-HR
51301,5963,,0.00,Reaction time condition,HR
51302,5963,Liquid,0,Reaction medium condition,PH
51303,5963,UV-Vis,192-780,Wavelength condition,NanoM
51304,5963,UV-Vis,,Illuminated area condition,M2
51305,5964,Slurry,0.10,Reactor condition,L
51306,5964,Powder(Suspended),0.005,Catalyst set up condition,GM
51307,5964,Xenon(Xe),300.00,Lamp power condition,W
51308,5964,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51309,5964,,0.00,Temperature condition,DEG_C
51310,5964,,0.00,Preasure condition,BAR
51311,5964,,,Space velocity condition,PER-HR
51312,5964,,0.00,Reaction time condition,HR
51313,5964,Liquid,0,Reaction medium condition,PH
51314,5964,UV-Vis,192-780,Wavelength condition,NanoM
51315,5964,UV-Vis,,Illuminated area condition,M2
51316,5965,Slurry,0.10,Reactor condition,L
51317,5965,Powder(Suspended),0.005,Catalyst set up condition,GM
51318,5965,Xenon(Xe),300.00,Lamp power condition,W
51319,5965,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51320,5965,,0.00,Temperature condition,DEG_C
51321,5965,,0.00,Preasure condition,BAR
51322,5965,,,Space velocity condition,PER-HR
51323,5965,,0.00,Reaction time condition,HR
51324,5965,Liquid,0,Reaction medium condition,PH
51325,5965,UV-Vis,192-780,Wavelength condition,NanoM
51326,5965,UV-Vis,,Illuminated area condition,M2
51327,5966,Slurry,0.10,Reactor condition,L
51328,5966,Powder(Suspended),0.005,Catalyst set up condition,GM
51329,5966,Xenon(Xe),300.00,Lamp power condition,W
51330,5966,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51331,5966,,0.00,Temperature condition,DEG_C
51332,5966,,0.00,Preasure condition,BAR
51333,5966,,,Space velocity condition,PER-HR
51334,5966,,0.00,Reaction time condition,HR
51335,5966,Liquid,0,Reaction medium condition,PH
51336,5966,UV-Vis,192-780,Wavelength condition,NanoM
51337,5966,UV-Vis,,Illuminated area condition,M2
51338,5967,Slurry,0.10,Reactor condition,L
51339,5967,Powder(Suspended),0.005,Catalyst set up condition,GM
51340,5967,Xenon(Xe),300.00,Lamp power condition,W
51341,5967,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51342,5967,,0.00,Temperature condition,DEG_C
51343,5967,,0.00,Preasure condition,BAR
51344,5967,,,Space velocity condition,PER-HR
51345,5967,,0.00,Reaction time condition,HR
51346,5967,Liquid,0,Reaction medium condition,PH
51347,5967,UV-Vis,192-780,Wavelength condition,NanoM
51348,5967,UV-Vis,,Illuminated area condition,M2
51349,5968,Slurry,0.10,Reactor condition,L
51350,5968,Powder(Suspended),0.005,Catalyst set up condition,GM
51351,5968,Xenon(Xe),300.00,Lamp power condition,W
51352,5968,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51353,5968,,0.00,Temperature condition,DEG_C
51354,5968,,0.00,Preasure condition,BAR
51355,5968,,,Space velocity condition,PER-HR
51356,5968,,0.00,Reaction time condition,HR
51357,5968,Liquid,0,Reaction medium condition,PH
51358,5968,UV-Vis,192-780,Wavelength condition,NanoM
51359,5968,UV-Vis,,Illuminated area condition,M2
51360,5969,Slurry,0.10,Reactor condition,L
51361,5969,Powder(Suspended),0.005,Catalyst set up condition,GM
51362,5969,Xenon(Xe),300.00,Lamp power condition,W
51363,5969,Xenon(Xe),0.00,Lamp irradiance condition,W-PER-M2
51364,5969,,0.00,Temperature condition,DEG_C
51365,5969,,0.00,Preasure condition,BAR
51366,5969,,,Space velocity condition,PER-HR
51367,5969,,0.00,Reaction time condition,HR
51368,5969,Liquid,0,Reaction medium condition,PH
51369,5969,UV-Vis,192-780,Wavelength condition,NanoM
51370,5969,UV-Vis,0.00,Illuminated area condition,M2
51371,5970,Slurry,0.15,Reactor condition,L
51372,5970,Powder(Suspended),0.02,Catalyst set up condition,GM
51373,5970,Xenon(Xe),300.00,Lamp power condition,W
51374,5970,Xenon(Xe),5000.00,Lamp irradiance condition,W-PER-M2
51375,5970,,0.00,Temperature condition,DEG_C
51376,5970,,0.00,Preasure condition,BAR
51377,5970,,0.00,Space velocity condition,PER-HR
51378,5970,,5.00,Reaction time condition,HR
51379,5970,Liquid,0,Reaction medium condition,PH
51380,5970,Visible,400-780,Wavelength condition,NanoM
51381,5970,Visible,,Illuminated area condition,M2
51382,5971,Slurry,0.15,Reactor condition,L
51383,5971,Powder(Suspended),0.02,Catalyst set up condition,GM
51384,5971,Xenon(Xe),300.00,Lamp power condition,W
51385,5971,Xenon(Xe),5000.00,Lamp irradiance condition,W-PER-M2
51386,5971,,0.00,Temperature condition,DEG_C
51387,5971,,0.00,Preasure condition,BAR
51388,5971,,0.00,Space velocity condition,PER-HR
51389,5971,,5.00,Reaction time condition,HR
51390,5971,Liquid,0,Reaction medium condition,PH
51391,5971,Visible,400-780,Wavelength condition,NanoM
51392,5971,Visible,,Illuminated area condition,M2
51393,5972,Slurry,0.15,Reactor condition,L
51394,5972,Powder(Suspended),0.02,Catalyst set up condition,GM
51395,5972,Xenon(Xe),300.00,Lamp power condition,W
51396,5972,Xenon(Xe),5000.00,Lamp irradiance condition,W-PER-M2
51397,5972,,0.00,Temperature condition,DEG_C
51398,5972,,0.00,Preasure condition,BAR
51399,5972,,0.00,Space velocity condition,PER-HR
51400,5972,,5.00,Reaction time condition,HR
51401,5972,Liquid,0,Reaction medium condition,PH
51402,5972,Visible,400-780,Wavelength condition,NanoM
51403,5972,Visible,,Illuminated area condition,M2
51404,5973,Slurry,0.15,Reactor condition,L
51405,5973,Powder(Suspended),0.02,Catalyst set up condition,GM
51406,5973,Xenon(Xe),300.00,Lamp power condition,W
51407,5973,Xenon(Xe),5000.00,Lamp irradiance condition,W-PER-M2
51408,5973,,0.00,Temperature condition,DEG_C
51409,5973,,0.00,Preasure condition,BAR
51410,5973,,0.00,Space velocity condition,PER-HR
51411,5973,,5.00,Reaction time condition,HR
51412,5973,Liquid,0,Reaction medium condition,PH
51413,5973,Visible,400-780,Wavelength condition,NanoM
51414,5973,Visible,0.00,Illuminated area condition,M2
51415,5974,Slurry,0.15,Reactor condition,L
51416,5974,Powder(Suspended),0.02,Catalyst set up condition,GM
51417,5974,Xenon(Xe),300.00,Lamp power condition,W
51418,5974,Xenon(Xe),5000.00,Lamp irradiance condition,W-PER-M2
51419,5974,,0.00,Temperature condition,DEG_C
51420,5974,,0.00,Preasure condition,BAR
51421,5974,,0.00,Space velocity condition,PER-HR
51422,5974,,5.00,Reaction time condition,HR
51423,5974,Liquid,0,Reaction medium condition,PH
51424,5974,Visible,400-780,Wavelength condition,NanoM
51425,5974,Visible,,Illuminated area condition,M2
51426,5975,Slurry,0.15,Reactor condition,L
51427,5975,Powder(Suspended),0.02,Catalyst set up condition,GM
51428,5975,Xenon(Xe),300.00,Lamp power condition,W
51429,5975,Xenon(Xe),5000.00,Lamp irradiance condition,W-PER-M2
51430,5975,,0.00,Temperature condition,DEG_C
51431,5975,,0.00,Preasure condition,BAR
51432,5975,,0.00,Space velocity condition,PER-HR
51433,5975,,5.00,Reaction time condition,HR
51434,5975,Liquid,0,Reaction medium condition,PH
51435,5975,Visible,400-780,Wavelength condition,NanoM
51436,5975,Visible,,Illuminated area condition,M2
51437,5976,Slurry,0.04,Reactor condition,L
51438,5976,Powder(Suspended),0.1,Catalyst set up condition,GM
51439,5976,Xenon(Xe),300.00,Lamp power condition,W
51440,5976,Xenon(Xe),4000.00,Lamp irradiance condition,W-PER-M2
51441,5976,,20.00,Temperature condition,DEG_C
51442,5976,,0.00,Preasure condition,BAR
51443,5976,,,Space velocity condition,PER-HR
51444,5976,,2.00,Reaction time condition,HR
51445,5976,Liquid,0,Reaction medium condition,PH
51446,5976,Visible,400-780,Wavelength condition,NanoM
51447,5976,Visible,,Illuminated area condition,M2
51448,5977,Slurry,0.04,Reactor condition,L
51449,5977,Powder(Suspended),0.1,Catalyst set up condition,GM
51450,5977,Xenon(Xe),300.00,Lamp power condition,W
51451,5977,Xenon(Xe),4000.00,Lamp irradiance condition,W-PER-M2
51452,5977,,20.00,Temperature condition,DEG_C
51453,5977,,0.00,Preasure condition,BAR
51454,5977,,,Space velocity condition,PER-HR
51455,5977,,2.00,Reaction time condition,HR
51456,5977,Liquid,0,Reaction medium condition,PH
51457,5977,Visible,400-780,Wavelength condition,NanoM
51458,5977,Visible,,Illuminated area condition,M2
51459,5978,Slurry,0.04,Reactor condition,L
51460,5978,Powder(Suspended),0.1,Catalyst set up condition,GM
51461,5978,Xenon(Xe),300.00,Lamp power condition,W
51462,5978,Xenon(Xe),4000.00,Lamp irradiance condition,W-PER-M2
51463,5978,,20.00,Temperature condition,DEG_C
51464,5978,,0.00,Preasure condition,BAR
51465,5978,,,Space velocity condition,PER-HR
51466,5978,,2.00,Reaction time condition,HR
51467,5978,Liquid,0,Reaction medium condition,PH
51468,5978,Visible,400-780,Wavelength condition,NanoM
51469,5978,Visible,,Illuminated area condition,M2
51470,5979,Slurry,0.04,Reactor condition,L
51471,5979,Powder(Suspended),0.1,Catalyst set up condition,GM
51472,5979,Xenon(Xe),300.00,Lamp power condition,W
51473,5979,Xenon(Xe),4000.00,Lamp irradiance condition,W-PER-M2
51474,5979,,20.00,Temperature condition,DEG_C
51475,5979,,0.00,Preasure condition,BAR
51476,5979,,,Space velocity condition,PER-HR
51477,5979,,2.00,Reaction time condition,HR
51478,5979,Liquid,0,Reaction medium condition,PH
51479,5979,Visible,400-780,Wavelength condition,NanoM
51480,5979,Visible,,Illuminated area condition,M2
51481,5980,Slurry,0.04,Reactor condition,L
51482,5980,Powder(Suspended),0.1,Catalyst set up condition,GM
51483,5980,Xenon(Xe),300.00,Lamp power condition,W
51484,5980,Xenon(Xe),4000.00,Lamp irradiance condition,W-PER-M2
51485,5980,,20.00,Temperature condition,DEG_C
51486,5980,,0.00,Preasure condition,BAR
51487,5980,,,Space velocity condition,PER-HR
51488,5980,,2.00,Reaction time condition,HR
51489,5980,Liquid,0,Reaction medium condition,PH
51490,5980,Visible,400-780,Wavelength condition,NanoM
51491,5980,Visible,0.00,Illuminated area condition,M2
51492,5981,Slurry,0.08,Reactor condition,L
51493,5981,Powder(Suspended),0.06,Catalyst set up condition,GM
51494,5981,Xenon(Xe),300.00,Lamp power condition,W
51495,5981,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
51496,5981,,20.00,Temperature condition,DEG_C
51497,5981,,5.00,Preasure condition,BAR
51498,5981,,,Space velocity condition,PER-HR
51499,5981,,12.00,Reaction time condition,HR
51500,5981,Liquid,0,Reaction medium condition,PH
51501,5981,Visible,400-780,Wavelength condition,NanoM
51502,5981,Visible,,Illuminated area condition,M2
