ID,Material_transformation_id,Chemical,Quantity,Unit,QUDT_unit
446,127,CH3OH,3250.0000,g,MicroMOL-PER-GM
447,128,CO,0.6500,gh,MicroMOL-PER-GM-HR
448,128,CH4,0.1000,gh,MicroMOL-PER-GM-HR
449,128,CO,31.2000,g,MicroMOL-PER-GM
450,128,CH4,4.8000,g,MicroMOL-PER-GM
451,128,CO,28.9900,m2h,MicroMOL-PER-M2-HR
452,128,CH4,4.4600,m2h,MicroMOL-PER-M2-HR
453,129,CO,0.8500,gh,MicroMOL-PER-GM-HR
454,129,CH4,0.1400,gh,MicroMOL-PER-GM-HR
455,129,CO,40.8000,g,MicroMOL-PER-GM
456,129,CH4,6.7200,g,MicroMOL-PER-GM
457,129,CO,37.9100,m2h,MicroMOL-PER-M2-HR
458,129,CH4,6.2440,m2h,MicroMOL-PER-M2-HR
459,130,CO,1.3800,gh,MicroMOL-PER-GM-HR
460,130,CH4,0.2900,gh,MicroMOL-PER-GM-HR
461,130,CO,66.2400,g,MicroMOL-PER-GM
462,130,CH4,13.9200,g,MicroMOL-PER-GM
463,130,CO,61.5480,m2h,MicroMOL-PER-M2-HR
464,130,CH4,12.9340,m2h,MicroMOL-PER-M2-HR
465,131,CO,0.4000,gh,MicroMOL-PER-GM-HR
466,131,CO,2.0000,g,MicroMOL-PER-GM
467,131,CO,204.0816,m2h,MicroMOL-PER-M2-HR
468,132,CO,0.7200,gh,MicroMOL-PER-GM-HR
469,132,CO,3.6000,g,MicroMOL-PER-GM
470,132,CO,367.3469,m2h,MicroMOL-PER-M2-HR
471,133,CO,0.7600,gh,MicroMOL-PER-GM-HR
472,133,CO,3.8000,g,MicroMOL-PER-GM
473,133,CO,387.7551,m2h,MicroMOL-PER-M2-HR
474,134,CH4,0.1090,gh,MicroMOL-PER-GM-HR
475,134,CH4,1.0898,g,MicroMOL-PER-GM
476,134,CH4,25.6424,m2h,MicroMOL-PER-M2-HR
477,135,CH4,0.0174,gh,MicroMOL-PER-GM-HR
478,135,CH4,0.1743,g,MicroMOL-PER-GM
479,135,CH4,4.1012,m2h,MicroMOL-PER-M2-HR
480,136,CH4,0.2470,gh,MicroMOL-PER-GM-HR
481,136,CH4,2.4702,g,MicroMOL-PER-GM
482,136,CH4,58.1224,m2h,MicroMOL-PER-M2-HR
483,137,CH4,0.4330,gh,MicroMOL-PER-GM-HR
484,137,CH4,4.3301,g,MicroMOL-PER-GM
485,137,CH4,101.8847,m2h,MicroMOL-PER-M2-HR
486,138,CH4,0.4069,gh,MicroMOL-PER-GM-HR
487,138,CH4,4.0686,g,MicroMOL-PER-GM
488,138,CH4,95.7318,m2h,MicroMOL-PER-M2-HR
489,139,CH4,0.1308,gh,MicroMOL-PER-GM-HR
490,139,CH4,1.3077,g,MicroMOL-PER-GM
491,139,CH4,30.7694,m2h,MicroMOL-PER-M2-HR
492,140,CH4,0.1090,gh,MicroMOL-PER-GM-HR
493,140,CH4,1.0898,g,MicroMOL-PER-GM
494,140,CH4,25.6424,m2h,MicroMOL-PER-M2-HR
495,141,CH3OH,0.2800,gh,MicroMOL-PER-GM-HR
496,141,CH3OH,2.8000,g,MicroMOL-PER-GM
497,142,CH3OH,0.3100,gh,MicroMOL-PER-GM-HR
498,142,CH3OH,3.1000,g,MicroMOL-PER-GM
499,143,CH3OH,1.6100,gh,MicroMOL-PER-GM-HR
500,143,CH3OH,16.1000,g,MicroMOL-PER-GM
501,144,CH3OH,2.3700,gh,MicroMOL-PER-GM-HR
502,144,CH3OH,23.7000,g,MicroMOL-PER-GM
503,145,CH3OH,2.7200,gh,MicroMOL-PER-GM-HR
504,145,CH3OH,27.2000,g,MicroMOL-PER-GM
505,146,CH3OH,2.8000,gh,MicroMOL-PER-GM-HR
506,146,CH3OH,28.0000,g,MicroMOL-PER-GM
507,147,CH3OH,21.0000,gh,MicroMOL-PER-GM-HR
508,147,CH3OH,84.0000,g,MicroMOL-PER-GM
509,148,CH3OH,11.1000,gh,MicroMOL-PER-GM-HR
510,148,CH3OH,44.4000,g,MicroMOL-PER-GM
511,149,CH3OH,11.3000,gh,MicroMOL-PER-GM-HR
512,149,CH3OH,45.2000,g,MicroMOL-PER-GM
513,151,H2,142.2000,m2h,MicroMOL-PER-M2-HR
514,151,CO,14.0000,m2h,MicroMOL-PER-M2-HR
515,151,CH4,199.0000,m2h,MicroMOL-PER-M2-HR
516,152,H2,358.9000,m2h,MicroMOL-PER-M2-HR
517,152,CH4,127.0000,m2h,MicroMOL-PER-M2-HR
518,153,H2,293.6000,m2h,MicroMOL-PER-M2-HR
519,153,CH4,146.8000,m2h,MicroMOL-PER-M2-HR
520,157,CH4,8.7500,gh,MicroMOL-PER-GM-HR
521,157,CH3OH,1.8750,gh,MicroMOL-PER-GM-HR
522,157,CH4,70.0000,g,MicroMOL-PER-GM
523,157,CH3OH,15.0000,g,MicroMOL-PER-GM
524,160,CH4,0.5000,gh,MicroMOL-PER-GM-HR
525,161,CH4,3.0000,gh,MicroMOL-PER-GM-HR
526,161,CH3OH,1.5000,gh,MicroMOL-PER-GM-HR
527,162,CH4,7.5000,gh,MicroMOL-PER-GM-HR
528,162,CH3OH,3.0000,gh,MicroMOL-PER-GM-HR
529,163,CH4,2.5000,gh,MicroMOL-PER-GM-HR
530,163,CH3OH,1.0000,gh,MicroMOL-PER-GM-HR
531,164,CH4,9.0000,gh,MicroMOL-PER-GM-HR
532,164,CH3OH,1.0000,gh,MicroMOL-PER-GM-HR
533,165,CH4,12.5000,gh,MicroMOL-PER-GM-HR
534,165,CH3OH,0.2000,gh,MicroMOL-PER-GM-HR
535,166,CH4,0.2500,gh,MicroMOL-PER-GM-HR
536,166,CH4,1.5000,g,MicroMOL-PER-GM
537,167,CH4,1.2500,gh,MicroMOL-PER-GM-HR
538,167,CH3OH,0.2500,gh,MicroMOL-PER-GM-HR
539,167,CH4,7.5000,g,MicroMOL-PER-GM
540,167,CH3OH,1.5000,g,MicroMOL-PER-GM
541,168,CH4,0.7500,gh,MicroMOL-PER-GM-HR
542,168,CH3OH,0.5000,gh,MicroMOL-PER-GM-HR
543,168,CH4,4.5000,g,MicroMOL-PER-GM
544,168,CH3OH,3.0000,g,MicroMOL-PER-GM
545,169,CH4,5.7500,gh,MicroMOL-PER-GM-HR
546,169,CH3OH,0.7500,gh,MicroMOL-PER-GM-HR
547,169,CH4,34.5000,g,MicroMOL-PER-GM
548,169,CH3OH,4.5000,g,MicroMOL-PER-GM
549,170,C2H5OH,103.3835,gh,MicroMOL-PER-GM-HR
550,170,C2H5OH,137.5000,g,MicroMOL-PER-GM
551,171,C2H5OH,2067.6692,gh,MicroMOL-PER-GM-HR
552,171,C2H5OH,2750.0000,g,MicroMOL-PER-GM
553,172,C2H5OH,9.3985,gh,MicroMOL-PER-GM-HR
554,172,C2H5OH,12.5000,g,MicroMOL-PER-GM
555,173,C2H5OH,187.9699,gh,MicroMOL-PER-GM-HR
556,173,C2H5OH,250.0000,g,MicroMOL-PER-GM
557,174,H2,50000.0000,gh,MicroMOL-PER-GM-HR
558,174,CH4,90000.0000,gh,MicroMOL-PER-GM-HR
559,174,H2,250000.0000,g,MicroMOL-PER-GM
560,174,CH4,450000.0000,g,MicroMOL-PER-GM
561,175,H2,10000.0000,gh,MicroMOL-PER-GM-HR
562,175,CH4,10000.0000,gh,MicroMOL-PER-GM-HR
563,175,H2,50000.0000,g,MicroMOL-PER-GM
564,175,CH4,50000.0000,g,MicroMOL-PER-GM
565,176,H2,15.5000,gh,MicroMOL-PER-GM-HR
566,176,CH4,0.1733,gh,MicroMOL-PER-GM-HR
567,176,H2,93.0000,g,MicroMOL-PER-GM
568,176,CH4,1.0400,g,MicroMOL-PER-GM
569,176,H2,734.5972,m2h,MicroMOL-PER-M2-HR
570,176,CH4,8.2148,m2h,MicroMOL-PER-M2-HR
571,177,H2,68.0000,gh,MicroMOL-PER-GM-HR
572,177,CH4,0.2033,gh,MicroMOL-PER-GM-HR
573,177,HCOOH,0.2300,gh,MicroMOL-PER-GM-HR
574,177,CH2O,0.4767,gh,MicroMOL-PER-GM-HR
575,177,H2,408.0000,g,MicroMOL-PER-GM
576,177,CH4,1.2200,g,MicroMOL-PER-GM
577,177,HCOOH,1.3800,g,MicroMOL-PER-GM
578,177,CH2O,2.8600,g,MicroMOL-PER-GM
579,177,H2,3222.7488,m2h,MicroMOL-PER-M2-HR
580,177,CH4,9.6367,m2h,MicroMOL-PER-M2-HR
581,177,HCOOH,10.9005,m2h,MicroMOL-PER-M2-HR
582,177,CH2O,22.5908,m2h,MicroMOL-PER-M2-HR
583,178,H2,32.8333,gh,MicroMOL-PER-GM-HR
584,178,CH4,0.2267,gh,MicroMOL-PER-GM-HR
585,178,HCOOH,20.7000,gh,MicroMOL-PER-GM-HR
586,178,CH2O,5.6000,gh,MicroMOL-PER-GM-HR
587,178,H2,197.0000,g,MicroMOL-PER-GM
588,178,CH4,1.3600,g,MicroMOL-PER-GM
589,178,HCOOH,124.2000,g,MicroMOL-PER-GM
590,178,CH2O,33.6000,g,MicroMOL-PER-GM
591,178,H2,1556.0821,m2h,MicroMOL-PER-M2-HR
592,178,CH4,10.7425,m2h,MicroMOL-PER-M2-HR
593,178,HCOOH,981.0427,m2h,MicroMOL-PER-M2-HR
594,178,CH2O,265.4028,m2h,MicroMOL-PER-M2-HR
595,180,H2,1.1333,gh,MicroMOL-PER-GM-HR
596,180,CH4,0.0133,gh,MicroMOL-PER-GM-HR
597,180,H2,6.8000,g,MicroMOL-PER-GM
598,180,CH4,0.0800,g,MicroMOL-PER-GM
599,180,H2,53.7125,m2h,MicroMOL-PER-M2-HR
600,180,CH4,0.6319,m2h,MicroMOL-PER-M2-HR
601,181,H2,13.7667,gh,MicroMOL-PER-GM-HR
602,181,CH4,0.0500,gh,MicroMOL-PER-GM-HR
603,181,H2,82.6000,g,MicroMOL-PER-GM
604,181,CH4,0.3000,g,MicroMOL-PER-GM
605,181,H2,652.4487,m2h,MicroMOL-PER-M2-HR
606,181,CH4,2.3697,m2h,MicroMOL-PER-M2-HR
607,182,H2,20.5667,gh,MicroMOL-PER-GM-HR
608,182,CH4,0.0467,gh,MicroMOL-PER-GM-HR
609,182,CH3OH,4.8333,gh,MicroMOL-PER-GM-HR
610,182,C2H5OH,1.1667,gh,MicroMOL-PER-GM-HR
611,182,HCOOH,12.9333,gh,MicroMOL-PER-GM-HR
612,182,H2,123.4000,g,MicroMOL-PER-GM
613,182,CH4,0.2800,g,MicroMOL-PER-GM
614,182,CH3OH,29.0000,g,MicroMOL-PER-GM
615,182,C2H5OH,7.0000,g,MicroMOL-PER-GM
616,182,HCOOH,77.6000,g,MicroMOL-PER-GM
617,182,H2,974.7235,m2h,MicroMOL-PER-M2-HR
618,182,CH4,2.2117,m2h,MicroMOL-PER-M2-HR
619,182,CH3OH,229.0679,m2h,MicroMOL-PER-M2-HR
620,182,C2H5OH,55.2923,m2h,MicroMOL-PER-M2-HR
621,182,HCOOH,612.9542,m2h,MicroMOL-PER-M2-HR
622,185,H2,68.0333,gh,MicroMOL-PER-GM-HR
623,185,CH4,0.2033,gh,MicroMOL-PER-GM-HR
624,185,HCOOH,0.2300,gh,MicroMOL-PER-GM-HR
625,185,CH2O,0.4767,gh,MicroMOL-PER-GM-HR
626,185,H2,408.2000,g,MicroMOL-PER-GM
627,185,CH4,1.2200,g,MicroMOL-PER-GM
628,185,HCOOH,1.3800,g,MicroMOL-PER-GM
629,185,CH2O,2.8600,g,MicroMOL-PER-GM
630,185,H2,3224.3286,m2h,MicroMOL-PER-M2-HR
631,185,CH4,9.6367,m2h,MicroMOL-PER-M2-HR
632,185,HCOOH,10.9005,m2h,MicroMOL-PER-M2-HR
633,185,CH2O,22.5908,m2h,MicroMOL-PER-M2-HR
634,186,H2,15.5000,gh,MicroMOL-PER-GM-HR
635,186,CH4,0.1733,gh,MicroMOL-PER-GM-HR
636,186,H2,93.0000,g,MicroMOL-PER-GM
637,186,CH4,1.0400,g,MicroMOL-PER-GM
638,186,H2,734.5972,m2h,MicroMOL-PER-M2-HR
639,186,CH4,8.2148,m2h,MicroMOL-PER-M2-HR
640,187,H2,32.8217,gh,MicroMOL-PER-GM-HR
641,187,CH4,0.2283,gh,MicroMOL-PER-GM-HR
642,187,HCOOH,20.7183,gh,MicroMOL-PER-GM-HR
643,187,CH2O,5.5933,gh,MicroMOL-PER-GM-HR
644,187,H2,196.9300,g,MicroMOL-PER-GM
645,187,CH4,1.3700,g,MicroMOL-PER-GM
646,187,HCOOH,124.3100,g,MicroMOL-PER-GM
647,187,CH2O,33.5600,g,MicroMOL-PER-GM
648,187,H2,1555.5292,m2h,MicroMOL-PER-M2-HR
649,187,CH4,10.8215,m2h,MicroMOL-PER-M2-HR
650,187,HCOOH,981.9115,m2h,MicroMOL-PER-M2-HR
651,187,CH2O,265.0869,m2h,MicroMOL-PER-M2-HR
652,188,H2,5.9000,gh,MicroMOL-PER-GM-HR
653,188,CH4,0.1600,gh,MicroMOL-PER-GM-HR
654,188,H2,35.4000,g,MicroMOL-PER-GM
655,188,CH4,0.9600,g,MicroMOL-PER-GM
656,188,H2,279.6209,m2h,MicroMOL-PER-M2-HR
657,188,CH4,7.5829,m2h,MicroMOL-PER-M2-HR
658,189,H2,12.8167,gh,MicroMOL-PER-GM-HR
659,189,CH4,0.1800,gh,MicroMOL-PER-GM-HR
660,189,HCOOH,0.1567,gh,MicroMOL-PER-GM-HR
661,189,CH2O,0.2633,gh,MicroMOL-PER-GM-HR
662,189,H2,76.9000,g,MicroMOL-PER-GM
663,189,CH4,1.0800,g,MicroMOL-PER-GM
664,189,HCOOH,0.9400,g,MicroMOL-PER-GM
665,189,CH2O,1.5800,g,MicroMOL-PER-GM
666,189,H2,607.4250,m2h,MicroMOL-PER-M2-HR
667,189,CH4,8.5308,m2h,MicroMOL-PER-M2-HR
668,189,HCOOH,7.4250,m2h,MicroMOL-PER-M2-HR
669,189,CH2O,12.4803,m2h,MicroMOL-PER-M2-HR
670,190,H2,29.0617,gh,MicroMOL-PER-GM-HR
671,190,CH4,0.1433,gh,MicroMOL-PER-GM-HR
672,190,CH3OH,3.1550,gh,MicroMOL-PER-GM-HR
673,190,HCOOH,7.2450,gh,MicroMOL-PER-GM-HR
674,190,CH2O,1.8283,gh,MicroMOL-PER-GM-HR
675,190,H2,174.3700,g,MicroMOL-PER-GM
676,190,CH4,0.8600,g,MicroMOL-PER-GM
677,190,CH3OH,18.9300,g,MicroMOL-PER-GM
678,190,HCOOH,43.4700,g,MicroMOL-PER-GM
679,190,CH2O,10.9700,g,MicroMOL-PER-GM
680,190,H2,1377.3302,m2h,MicroMOL-PER-M2-HR
681,190,CH4,6.7930,m2h,MicroMOL-PER-M2-HR
682,190,CH3OH,149.5261,m2h,MicroMOL-PER-M2-HR
683,190,HCOOH,343.3649,m2h,MicroMOL-PER-M2-HR
684,190,CH2O,86.6509,m2h,MicroMOL-PER-M2-HR
685,191,H2,8.2667,gh,MicroMOL-PER-GM-HR
686,191,CH4,0.2200,gh,MicroMOL-PER-GM-HR
687,191,HCOOH,1.2833,gh,MicroMOL-PER-GM-HR
688,191,CH2O,0.2067,gh,MicroMOL-PER-GM-HR
689,191,H2,49.6000,g,MicroMOL-PER-GM
690,191,CH4,1.3200,g,MicroMOL-PER-GM
691,191,HCOOH,7.7000,g,MicroMOL-PER-GM
692,191,CH2O,1.2400,g,MicroMOL-PER-GM
693,191,H2,391.7852,m2h,MicroMOL-PER-M2-HR
694,191,CH4,10.4265,m2h,MicroMOL-PER-M2-HR
695,191,HCOOH,60.8215,m2h,MicroMOL-PER-M2-HR
696,191,CH2O,9.7946,m2h,MicroMOL-PER-M2-HR
697,192,H2,17.0167,gh,MicroMOL-PER-GM-HR
698,192,CH4,0.2733,gh,MicroMOL-PER-GM-HR
699,192,HCOOH,3.0433,gh,MicroMOL-PER-GM-HR
700,192,CH2O,0.5700,gh,MicroMOL-PER-GM-HR
701,192,H2,102.1000,g,MicroMOL-PER-GM
702,192,CH4,1.6400,g,MicroMOL-PER-GM
703,192,HCOOH,18.2600,g,MicroMOL-PER-GM
704,192,CH2O,3.4200,g,MicroMOL-PER-GM
705,192,H2,806.4771,m2h,MicroMOL-PER-M2-HR
706,192,CH4,12.9542,m2h,MicroMOL-PER-M2-HR
707,192,HCOOH,144.2338,m2h,MicroMOL-PER-M2-HR
708,192,CH2O,27.0142,m2h,MicroMOL-PER-M2-HR
709,193,H2,15.5517,gh,MicroMOL-PER-GM-HR
710,193,CH4,0.2883,gh,MicroMOL-PER-GM-HR
711,193,CH3OH,5.3383,gh,MicroMOL-PER-GM-HR
712,193,HCOOH,9.5450,gh,MicroMOL-PER-GM-HR
713,193,CH2O,2.2867,gh,MicroMOL-PER-GM-HR
714,193,H2,93.3100,g,MicroMOL-PER-GM
715,193,CH4,1.7300,g,MicroMOL-PER-GM
716,193,CH3OH,32.0300,g,MicroMOL-PER-GM
717,193,HCOOH,57.2700,g,MicroMOL-PER-GM
718,193,CH2O,13.7200,g,MicroMOL-PER-GM
719,193,H2,737.0458,m2h,MicroMOL-PER-M2-HR
720,193,CH4,13.6651,m2h,MicroMOL-PER-M2-HR
721,193,CH3OH,253.0016,m2h,MicroMOL-PER-M2-HR
722,193,HCOOH,452.3697,m2h,MicroMOL-PER-M2-HR
723,193,CH2O,108.3728,m2h,MicroMOL-PER-M2-HR
724,194,CO,0.0720,gh,MicroMOL-PER-GM-HR
725,194,CO,0.3600,g,MicroMOL-PER-GM
726,195,CO,0.7200,gh,MicroMOL-PER-GM-HR
727,195,CO,3.6000,g,MicroMOL-PER-GM
728,196,CO,0.3500,gh,MicroMOL-PER-GM-HR
729,196,CO,1.7500,g,MicroMOL-PER-GM
730,197,CO,0.7100,gh,MicroMOL-PER-GM-HR
731,197,CO,3.5500,g,MicroMOL-PER-GM
732,198,CO,0.1240,gh,MicroMOL-PER-GM-HR
733,198,CO,0.6200,g,MicroMOL-PER-GM
734,199,CH4,0.0114,gh,MicroMOL-PER-GM-HR
735,199,C2H4,0.0086,gh,MicroMOL-PER-GM-HR
736,199,C2H6,0.0057,gh,MicroMOL-PER-GM-HR
737,199,CH4,0.0800,g,MicroMOL-PER-GM
738,199,C2H4,0.0600,g,MicroMOL-PER-GM
739,199,C2H6,0.0400,g,MicroMOL-PER-GM
740,200,CH4,0.0143,gh,MicroMOL-PER-GM-HR
741,200,C2H4,0.0057,gh,MicroMOL-PER-GM-HR
742,200,C2H6,0.0200,gh,MicroMOL-PER-GM-HR
743,200,CH4,0.1000,g,MicroMOL-PER-GM
744,200,C2H4,0.0400,g,MicroMOL-PER-GM
745,200,C2H6,0.1400,g,MicroMOL-PER-GM
746,201,CH4,0.3300,gh,MicroMOL-PER-GM-HR
747,201,CH3OH,0.0050,gh,MicroMOL-PER-GM-HR
748,202,CH4,2.9900,gh,MicroMOL-PER-GM-HR
749,202,CH3OH,1.3300,gh,MicroMOL-PER-GM-HR
750,203,CH4,7.5700,gh,MicroMOL-PER-GM-HR
751,203,CH3OH,3.0600,gh,MicroMOL-PER-GM-HR
752,204,CH4,106.0000,gh,MicroMOL-PER-GM-HR
753,204,CH3OH,27.7000,gh,MicroMOL-PER-GM-HR
754,206,CO,0.0021,gh,MicroMOL-PER-GM-HR
755,206,CO,0.0500,g,MicroMOL-PER-GM
756,207,CO,0.0173,gh,MicroMOL-PER-GM-HR
757,207,CO,0.4150,g,MicroMOL-PER-GM
758,208,CO,0.0042,gh,MicroMOL-PER-GM-HR
759,208,CO,0.1000,g,MicroMOL-PER-GM
760,209,CH3OH,20.8000,gh,MicroMOL-PER-GM-HR
761,209,CH3OH,104.0000,g,MicroMOL-PER-GM
762,210,CH3OH,30.6000,gh,MicroMOL-PER-GM-HR
763,210,CH3OH,153.0000,g,MicroMOL-PER-GM
764,211,CH3OH,38.2000,gh,MicroMOL-PER-GM-HR
765,211,CH3OH,191.0000,g,MicroMOL-PER-GM
766,212,CH3OH,62.5000,gh,MicroMOL-PER-GM-HR
767,212,CH3OH,125.0000,g,MicroMOL-PER-GM
768,213,CH3OH,125.0000,gh,MicroMOL-PER-GM-HR
769,213,CH3OH,250.0000,g,MicroMOL-PER-GM
770,214,CH3OH,162.5000,gh,MicroMOL-PER-GM-HR
771,214,CH3OH,325.0000,g,MicroMOL-PER-GM
772,215,CH3OH,4.4500,gh,MicroMOL-PER-GM-HR
773,215,CH3OH,26.7000,g,MicroMOL-PER-GM
774,216,CH3COH,0.1000,gh,MicroMOL-PER-GM-HR
775,216,CH3COH,0.6000,g,MicroMOL-PER-GM
776,217,CH3OH,0.1600,gh,MicroMOL-PER-GM-HR
777,217,CH3OH,0.9600,g,MicroMOL-PER-GM
778,218,CH3COH,0.3000,gh,MicroMOL-PER-GM-HR
779,218,CH3COH,1.8000,g,MicroMOL-PER-GM
780,219,CH3COH,0.2900,gh,MicroMOL-PER-GM-HR
781,219,CH3COH,1.7400,g,MicroMOL-PER-GM
782,220,CH3COH,0.1100,gh,MicroMOL-PER-GM-HR
783,220,CH3COH,0.6600,g,MicroMOL-PER-GM
784,221,CH3COH,0.3000,gh,MicroMOL-PER-GM-HR
785,221,CH3COH,1.8000,g,MicroMOL-PER-GM
786,222,CH3COH,0.2500,gh,MicroMOL-PER-GM-HR
787,222,CH3COH,1.5000,g,MicroMOL-PER-GM
788,223,CH3COH,0.0700,gh,MicroMOL-PER-GM-HR
789,223,CH3COH,0.4200,g,MicroMOL-PER-GM
790,224,CH3COH,0.2100,gh,MicroMOL-PER-GM-HR
791,224,CH3COH,1.2600,g,MicroMOL-PER-GM
792,225,CH3COH,0.1400,gh,MicroMOL-PER-GM-HR
793,225,CH3COH,0.8400,g,MicroMOL-PER-GM
794,226,CH3OH,11.0500,gh,MicroMOL-PER-GM-HR
795,226,CH3OH,66.3000,g,MicroMOL-PER-GM
796,227,CO,0.0300,gh,MicroMOL-PER-GM-HR
797,227,CH3OH,0.0010,gh,MicroMOL-PER-GM-HR
798,227,CO,0.1500,g,MicroMOL-PER-GM
799,227,CH3OH,0.0050,g,MicroMOL-PER-GM
800,227,CO,1.2605,m2h,MicroMOL-PER-M2-HR
801,227,CH3OH,0.0420,m2h,MicroMOL-PER-M2-HR
802,228,CO,0.0470,gh,MicroMOL-PER-GM-HR
803,228,CH3OH,0.0010,gh,MicroMOL-PER-GM-HR
804,228,CO,0.2350,g,MicroMOL-PER-GM
805,228,CH3OH,0.0050,g,MicroMOL-PER-GM
806,228,CO,1.9748,m2h,MicroMOL-PER-M2-HR
807,228,CH3OH,0.0420,m2h,MicroMOL-PER-M2-HR
808,229,CO,0.3700,gh,MicroMOL-PER-GM-HR
809,229,CH3OH,0.1300,gh,MicroMOL-PER-GM-HR
810,229,CO,1.8500,g,MicroMOL-PER-GM
811,229,CH3OH,0.6500,g,MicroMOL-PER-GM
812,229,CO,15.5462,m2h,MicroMOL-PER-M2-HR
813,229,CH3OH,5.4622,m2h,MicroMOL-PER-M2-HR
814,230,CO,0.0790,gh,MicroMOL-PER-GM-HR
815,230,CH3OH,0.1700,gh,MicroMOL-PER-GM-HR
816,230,CO,0.3950,g,MicroMOL-PER-GM
817,230,CH3OH,0.8500,g,MicroMOL-PER-GM
818,230,CO,3.3193,m2h,MicroMOL-PER-M2-HR
819,230,CH3OH,7.1429,m2h,MicroMOL-PER-M2-HR
820,237,CH4,0.0556,gh,MicroMOL-PER-GM-HR
821,237,CH4,4.0000,g,MicroMOL-PER-GM
822,238,CH4,0.0139,gh,MicroMOL-PER-GM-HR
823,238,CH4,1.0000,g,MicroMOL-PER-GM
824,239,CH4,0.1931,gh,MicroMOL-PER-GM-HR
825,239,CH4,13.9000,g,MicroMOL-PER-GM
826,240,CH4,5.7143,gh,MicroMOL-PER-GM-HR
827,240,CH4,40.0000,g,MicroMOL-PER-GM
828,241,CH4,5.3750,gh,MicroMOL-PER-GM-HR
829,241,CH4,21.5000,g,MicroMOL-PER-GM
830,242,CO,67.0766,gh,MicroMOL-PER-GM-HR
831,242,C2H4O2,178.8710,gh,MicroMOL-PER-GM-HR
832,242,CO,268.3066,g,MicroMOL-PER-GM
833,242,C2H4O2,715.4842,g,MicroMOL-PER-GM
834,242,CO,187.5000,m2h,MicroMOL-PER-M2-HR
835,242,C2H4O2,500.0000,m2h,MicroMOL-PER-M2-HR
836,243,CO,1565.1216,gh,MicroMOL-PER-GM-HR
837,243,C2H4O2,4024.5983,gh,MicroMOL-PER-GM-HR
838,243,CO,6260.4863,g,MicroMOL-PER-GM
839,243,C2H4O2,16098.3934,g,MicroMOL-PER-GM
840,243,CO,4375.0000,m2h,MicroMOL-PER-M2-HR
841,243,C2H4O2,11250.0000,m2h,MicroMOL-PER-M2-HR
842,244,CO,1341.5328,gh,MicroMOL-PER-GM-HR
843,244,CO,5366.1311,g,MicroMOL-PER-GM
844,244,CO,3750.0000,m2h,MicroMOL-PER-M2-HR
845,245,C2H4O2,760.2019,gh,MicroMOL-PER-GM-HR
846,245,C2H4O2,3040.8076,g,MicroMOL-PER-GM
847,245,C2H4O2,2125.0000,m2h,MicroMOL-PER-M2-HR
848,247,CH4,0.1708,gh,MicroMOL-PER-GM-HR
849,247,CH4,4.1000,g,MicroMOL-PER-GM
850,248,CH4,0.1583,gh,MicroMOL-PER-GM-HR
851,248,CH4,3.8000,g,MicroMOL-PER-GM
852,249,CH4,0.2542,gh,MicroMOL-PER-GM-HR
853,249,CH4,6.1000,g,MicroMOL-PER-GM
854,250,CH4,0.2167,gh,MicroMOL-PER-GM-HR
855,250,CH4,5.2000,g,MicroMOL-PER-GM
856,251,CH4,0.2917,gh,MicroMOL-PER-GM-HR
857,251,CH4,7.0000,g,MicroMOL-PER-GM
858,252,CH4,0.4375,gh,MicroMOL-PER-GM-HR
859,252,CH4,10.5000,g,MicroMOL-PER-GM
860,253,CH4,2631.5789,m2h,MicroMOL-PER-M2-HR
861,253,C2H6,105.2632,m2h,MicroMOL-PER-M2-HR
862,254,CH4,3684.2105,m2h,MicroMOL-PER-M2-HR
863,254,C2H6,368.4211,m2h,MicroMOL-PER-M2-HR
864,255,CH4,2.0500,gh,MicroMOL-PER-GM-HR
865,255,CH4,16.4000,g,MicroMOL-PER-GM
866,256,CH4,2.5500,gh,MicroMOL-PER-GM-HR
867,256,CH4,20.4000,g,MicroMOL-PER-GM
868,257,CH4,3.5000,gh,MicroMOL-PER-GM-HR
869,257,CH4,28.0000,g,MicroMOL-PER-GM
870,258,CH4,1.5300,gh,MicroMOL-PER-GM-HR
871,258,CH4,12.2400,g,MicroMOL-PER-GM
872,259,CH4,0.9400,gh,MicroMOL-PER-GM-HR
873,259,CH4,7.5200,g,MicroMOL-PER-GM
874,260,CH4,0.4400,gh,MicroMOL-PER-GM-HR
875,260,CH4,3.5200,g,MicroMOL-PER-GM
876,261,CO,1071.4286,m2h,MicroMOL-PER-M2-HR
877,261,C2H4O2,2857.1429,m2h,MicroMOL-PER-M2-HR
878,265,CH4,45.4780,m2h,MicroMOL-PER-M2-HR
879,266,CH4,34.1085,m2h,MicroMOL-PER-M2-HR
880,267,CH4,29.9742,m2h,MicroMOL-PER-M2-HR
881,268,CH4,17.0543,m2h,MicroMOL-PER-M2-HR
882,269,CH4,33.5917,m2h,MicroMOL-PER-M2-HR
883,270,CH4,40.0000,gh,MicroMOL-PER-GM-HR
884,270,CH3OH,5.0000,gh,MicroMOL-PER-GM-HR
885,270,CH4,240.0000,g,MicroMOL-PER-GM
886,270,CH3OH,30.0000,g,MicroMOL-PER-GM
887,271,CH4,41.3333,gh,MicroMOL-PER-GM-HR
888,271,CH3OH,2.5000,gh,MicroMOL-PER-GM-HR
889,271,CH4,248.0000,g,MicroMOL-PER-GM
890,271,CH3OH,15.0000,g,MicroMOL-PER-GM
