ID,Material_transformation_id,Chemical,Quantity,Unit,QUDT_unit
9201,4340,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9202,4341,H2,12.0000,gh,MicroMOL-PER-GM-HR
9203,4341,CO,19.0000,gh,MicroMOL-PER-GM-HR
9204,4341,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9205,4342,H2,11.0000,gh,MicroMOL-PER-GM-HR
9206,4342,CO,19.0000,gh,MicroMOL-PER-GM-HR
9207,4342,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9208,4343,H2,9.0000,gh,MicroMOL-PER-GM-HR
9209,4343,CO,20.0000,gh,MicroMOL-PER-GM-HR
9210,4343,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9211,4344,H2,10.0000,gh,MicroMOL-PER-GM-HR
9212,4344,CO,21.0000,gh,MicroMOL-PER-GM-HR
9213,4344,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9214,4345,H2,8.0000,gh,MicroMOL-PER-GM-HR
9215,4345,CO,17.0000,gh,MicroMOL-PER-GM-HR
9216,4345,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9217,4346,H2,7.0000,gh,MicroMOL-PER-GM-HR
9218,4346,CO,16.0000,gh,MicroMOL-PER-GM-HR
9219,4346,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9220,4347,H2,7.0000,gh,MicroMOL-PER-GM-HR
9221,4347,CO,17.0000,gh,MicroMOL-PER-GM-HR
9222,4347,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9223,4348,H2,6.0000,gh,MicroMOL-PER-GM-HR
9224,4348,CO,18.0000,gh,MicroMOL-PER-GM-HR
9225,4348,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9226,4349,H2,7.0000,gh,MicroMOL-PER-GM-HR
9227,4349,CO,18.0000,gh,MicroMOL-PER-GM-HR
9228,4349,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9229,4350,H2,4.0000,gh,MicroMOL-PER-GM-HR
9230,4350,CO,19.0000,gh,MicroMOL-PER-GM-HR
9231,4350,CH4,4.0000,gh,MicroMOL-PER-GM-HR
9232,4351,H2,10.0000,gh,MicroMOL-PER-GM-HR
9233,4351,CO,14.0000,gh,MicroMOL-PER-GM-HR
9234,4351,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9235,4352,H2,17.0000,gh,MicroMOL-PER-GM-HR
9236,4352,CO,19.0000,gh,MicroMOL-PER-GM-HR
9237,4352,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9238,4353,H2,26.0000,gh,MicroMOL-PER-GM-HR
9239,4353,CO,20.0000,gh,MicroMOL-PER-GM-HR
9240,4353,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9241,4354,H2,25.0000,gh,MicroMOL-PER-GM-HR
9242,4354,CO,21.0000,gh,MicroMOL-PER-GM-HR
9243,4354,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9244,4355,H2,21.0000,gh,MicroMOL-PER-GM-HR
9245,4355,CO,23.0000,gh,MicroMOL-PER-GM-HR
9246,4355,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9247,4356,H2,19.0000,gh,MicroMOL-PER-GM-HR
9248,4356,CO,22.0000,gh,MicroMOL-PER-GM-HR
9249,4356,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9250,4357,H2,18.0000,gh,MicroMOL-PER-GM-HR
9251,4357,CO,23.0000,gh,MicroMOL-PER-GM-HR
9252,4357,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9253,4358,H2,18.0000,gh,MicroMOL-PER-GM-HR
9254,4358,CO,19.0000,gh,MicroMOL-PER-GM-HR
9255,4358,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9256,4359,H2,16.0000,gh,MicroMOL-PER-GM-HR
9257,4359,CO,18.0000,gh,MicroMOL-PER-GM-HR
9258,4359,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9259,4360,H2,14.0000,gh,MicroMOL-PER-GM-HR
9260,4360,CO,17.0000,gh,MicroMOL-PER-GM-HR
9261,4360,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9262,4361,H2,13.0000,gh,MicroMOL-PER-GM-HR
9263,4361,CO,18.0000,gh,MicroMOL-PER-GM-HR
9264,4361,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9265,4362,H2,12.0000,gh,MicroMOL-PER-GM-HR
9266,4362,CO,17.0000,gh,MicroMOL-PER-GM-HR
9267,4362,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9268,4363,H2,12.0000,gh,MicroMOL-PER-GM-HR
9269,4363,CO,18.0000,gh,MicroMOL-PER-GM-HR
9270,4363,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9271,4364,H2,11.0000,gh,MicroMOL-PER-GM-HR
9272,4364,CO,17.0000,gh,MicroMOL-PER-GM-HR
9273,4364,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9274,4365,H2,11.0000,gh,MicroMOL-PER-GM-HR
9275,4365,CO,18.0000,gh,MicroMOL-PER-GM-HR
9276,4365,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9277,4366,H2,9.0000,gh,MicroMOL-PER-GM-HR
9278,4366,CO,17.0000,gh,MicroMOL-PER-GM-HR
9279,4366,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9280,4367,H2,8.0000,gh,MicroMOL-PER-GM-HR
9281,4367,CO,18.0000,gh,MicroMOL-PER-GM-HR
9282,4367,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9283,4368,H2,8.0000,gh,MicroMOL-PER-GM-HR
9284,4368,CO,17.0000,gh,MicroMOL-PER-GM-HR
9285,4368,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9286,4369,H2,7.0000,gh,MicroMOL-PER-GM-HR
9287,4369,CO,18.0000,gh,MicroMOL-PER-GM-HR
9288,4369,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9289,4370,H2,7.0000,gh,MicroMOL-PER-GM-HR
9290,4370,CO,17.0000,gh,MicroMOL-PER-GM-HR
9291,4370,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9292,4371,H2,15.0000,gh,MicroMOL-PER-GM-HR
9293,4371,CO,18.0000,gh,MicroMOL-PER-GM-HR
9294,4371,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9295,4372,H2,20.0000,gh,MicroMOL-PER-GM-HR
9296,4372,CO,22.0000,gh,MicroMOL-PER-GM-HR
9297,4372,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9298,4373,H2,24.0000,gh,MicroMOL-PER-GM-HR
9299,4373,CO,23.0000,gh,MicroMOL-PER-GM-HR
9300,4373,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9301,4374,H2,25.0000,gh,MicroMOL-PER-GM-HR
9302,4374,CO,22.0000,gh,MicroMOL-PER-GM-HR
9303,4374,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9304,4375,H2,23.0000,gh,MicroMOL-PER-GM-HR
9305,4375,CO,24.0000,gh,MicroMOL-PER-GM-HR
9306,4375,CH4,9.0000,gh,MicroMOL-PER-GM-HR
9307,4376,H2,22.0000,gh,MicroMOL-PER-GM-HR
9308,4376,CO,25.0000,gh,MicroMOL-PER-GM-HR
9309,4376,CH4,10.0000,gh,MicroMOL-PER-GM-HR
9310,4377,H2,20.0000,gh,MicroMOL-PER-GM-HR
9311,4377,CO,21.0000,gh,MicroMOL-PER-GM-HR
9312,4377,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9313,4378,H2,18.0000,gh,MicroMOL-PER-GM-HR
9314,4378,CO,20.0000,gh,MicroMOL-PER-GM-HR
9315,4378,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9316,4379,H2,17.0000,gh,MicroMOL-PER-GM-HR
9317,4379,CO,20.0000,gh,MicroMOL-PER-GM-HR
9318,4379,CH4,9.0000,gh,MicroMOL-PER-GM-HR
9319,4380,H2,15.0000,gh,MicroMOL-PER-GM-HR
9320,4380,CO,20.0000,gh,MicroMOL-PER-GM-HR
9321,4380,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9322,4381,H2,17.0000,gh,MicroMOL-PER-GM-HR
9323,4381,CO,21.0000,gh,MicroMOL-PER-GM-HR
9324,4381,CH4,9.0000,gh,MicroMOL-PER-GM-HR
9325,4382,H2,15.0000,gh,MicroMOL-PER-GM-HR
9326,4382,CO,20.0000,gh,MicroMOL-PER-GM-HR
9327,4382,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9328,4383,H2,16.0000,gh,MicroMOL-PER-GM-HR
9329,4383,CO,19.0000,gh,MicroMOL-PER-GM-HR
9330,4383,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9331,4384,H2,15.0000,gh,MicroMOL-PER-GM-HR
9332,4384,CO,20.0000,gh,MicroMOL-PER-GM-HR
9333,4384,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9334,4385,H2,16.0000,gh,MicroMOL-PER-GM-HR
9335,4385,CO,21.0000,gh,MicroMOL-PER-GM-HR
9336,4385,CH4,9.0000,gh,MicroMOL-PER-GM-HR
9337,4386,H2,14.0000,gh,MicroMOL-PER-GM-HR
9338,4386,CO,20.0000,gh,MicroMOL-PER-GM-HR
9339,4386,CH4,9.0000,gh,MicroMOL-PER-GM-HR
9340,4387,H2,14.0000,gh,MicroMOL-PER-GM-HR
9341,4387,CO,21.0000,gh,MicroMOL-PER-GM-HR
9342,4387,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9343,4388,H2,15.0000,gh,MicroMOL-PER-GM-HR
9344,4388,CO,19.0000,gh,MicroMOL-PER-GM-HR
9345,4388,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9346,4389,H2,14.0000,gh,MicroMOL-PER-GM-HR
9347,4389,CO,20.0000,gh,MicroMOL-PER-GM-HR
9348,4389,CH4,8.0000,gh,MicroMOL-PER-GM-HR
9349,4390,H2,13.0000,gh,MicroMOL-PER-GM-HR
9350,4390,CO,20.0000,gh,MicroMOL-PER-GM-HR
9351,4390,CH4,9.0000,gh,MicroMOL-PER-GM-HR
9352,4391,H2,18.0000,gh,MicroMOL-PER-GM-HR
9353,4391,CO,12.0000,gh,MicroMOL-PER-GM-HR
9354,4391,CH4,4.0000,gh,MicroMOL-PER-GM-HR
9355,4392,H2,25.0000,gh,MicroMOL-PER-GM-HR
9356,4392,CO,15.0000,gh,MicroMOL-PER-GM-HR
9357,4392,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9358,4393,H2,31.0000,gh,MicroMOL-PER-GM-HR
9359,4393,CO,17.0000,gh,MicroMOL-PER-GM-HR
9360,4393,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9361,4394,H2,29.0000,gh,MicroMOL-PER-GM-HR
9362,4394,CO,16.0000,gh,MicroMOL-PER-GM-HR
9363,4394,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9364,4395,H2,28.0000,gh,MicroMOL-PER-GM-HR
9365,4395,CO,15.0000,gh,MicroMOL-PER-GM-HR
9366,4395,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9367,4396,H2,26.0000,gh,MicroMOL-PER-GM-HR
9368,4396,CO,14.0000,gh,MicroMOL-PER-GM-HR
9369,4396,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9370,4397,H2,27.0000,gh,MicroMOL-PER-GM-HR
9371,4397,CO,15.0000,gh,MicroMOL-PER-GM-HR
9372,4397,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9373,4398,H2,24.0000,gh,MicroMOL-PER-GM-HR
9374,4398,CO,13.0000,gh,MicroMOL-PER-GM-HR
9375,4398,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9376,4399,H2,23.0000,gh,MicroMOL-PER-GM-HR
9377,4399,CO,14.0000,gh,MicroMOL-PER-GM-HR
9378,4399,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9379,4400,H2,19.0000,gh,MicroMOL-PER-GM-HR
9380,4400,CO,14.0000,gh,MicroMOL-PER-GM-HR
9381,4400,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9382,4401,H2,21.0000,gh,MicroMOL-PER-GM-HR
9383,4401,CO,14.0000,gh,MicroMOL-PER-GM-HR
9384,4401,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9385,4402,H2,20.0000,gh,MicroMOL-PER-GM-HR
9386,4402,CO,15.0000,gh,MicroMOL-PER-GM-HR
9387,4402,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9388,4403,H2,18.0000,gh,MicroMOL-PER-GM-HR
9389,4403,CO,14.0000,gh,MicroMOL-PER-GM-HR
9390,4403,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9391,4404,H2,19.0000,gh,MicroMOL-PER-GM-HR
9392,4404,CO,13.0000,gh,MicroMOL-PER-GM-HR
9393,4404,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9394,4405,H2,18.0000,gh,MicroMOL-PER-GM-HR
9395,4405,CO,13.0000,gh,MicroMOL-PER-GM-HR
9396,4405,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9397,4406,H2,17.0000,gh,MicroMOL-PER-GM-HR
9398,4406,CO,14.0000,gh,MicroMOL-PER-GM-HR
9399,4406,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9400,4407,H2,18.0000,gh,MicroMOL-PER-GM-HR
9401,4407,CO,13.0000,gh,MicroMOL-PER-GM-HR
9402,4407,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9403,4408,H2,17.0000,gh,MicroMOL-PER-GM-HR
9404,4408,CO,12.0000,gh,MicroMOL-PER-GM-HR
9405,4408,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9406,4409,H2,16.0000,gh,MicroMOL-PER-GM-HR
9407,4409,CO,13.0000,gh,MicroMOL-PER-GM-HR
9408,4409,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9409,4410,H2,17.0000,gh,MicroMOL-PER-GM-HR
9410,4410,CO,13.0000,gh,MicroMOL-PER-GM-HR
9411,4410,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9412,4411,H2,5.0000,gh,MicroMOL-PER-GM-HR
9413,4411,CO,13.0000,gh,MicroMOL-PER-GM-HR
9414,4411,CH4,4.0000,gh,MicroMOL-PER-GM-HR
9415,4412,H2,15.0000,gh,MicroMOL-PER-GM-HR
9416,4412,CO,18.0000,gh,MicroMOL-PER-GM-HR
9417,4412,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9418,4413,H2,26.0000,gh,MicroMOL-PER-GM-HR
9419,4413,CO,18.0000,gh,MicroMOL-PER-GM-HR
9420,4413,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9421,4414,H2,28.0000,gh,MicroMOL-PER-GM-HR
9422,4414,CO,19.0000,gh,MicroMOL-PER-GM-HR
9423,4414,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9424,4415,H2,22.0000,gh,MicroMOL-PER-GM-HR
9425,4415,CO,20.0000,gh,MicroMOL-PER-GM-HR
9426,4415,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9427,4416,H2,20.0000,gh,MicroMOL-PER-GM-HR
9428,4416,CO,18.0000,gh,MicroMOL-PER-GM-HR
9429,4416,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9430,4417,H2,15.0000,gh,MicroMOL-PER-GM-HR
9431,4417,CO,18.0000,gh,MicroMOL-PER-GM-HR
9432,4417,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9433,4418,H2,12.0000,gh,MicroMOL-PER-GM-HR
9434,4418,CO,21.0000,gh,MicroMOL-PER-GM-HR
9435,4418,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9436,4419,H2,13.0000,gh,MicroMOL-PER-GM-HR
9437,4419,CO,18.0000,gh,MicroMOL-PER-GM-HR
9438,4419,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9439,4420,H2,10.0000,gh,MicroMOL-PER-GM-HR
9440,4420,CO,18.0000,gh,MicroMOL-PER-GM-HR
9441,4420,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9442,4421,H2,12.0000,gh,MicroMOL-PER-GM-HR
9443,4421,CO,19.0000,gh,MicroMOL-PER-GM-HR
9444,4421,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9445,4422,H2,11.0000,gh,MicroMOL-PER-GM-HR
9446,4422,CO,19.0000,gh,MicroMOL-PER-GM-HR
9447,4422,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9448,4423,H2,9.0000,gh,MicroMOL-PER-GM-HR
9449,4423,CO,20.0000,gh,MicroMOL-PER-GM-HR
9450,4423,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9451,4424,H2,10.0000,gh,MicroMOL-PER-GM-HR
9452,4424,CO,21.0000,gh,MicroMOL-PER-GM-HR
9453,4424,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9454,4425,H2,8.0000,gh,MicroMOL-PER-GM-HR
9455,4425,CO,17.0000,gh,MicroMOL-PER-GM-HR
9456,4425,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9457,4426,H2,7.0000,gh,MicroMOL-PER-GM-HR
9458,4426,CO,16.0000,gh,MicroMOL-PER-GM-HR
9459,4426,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9460,4427,H2,7.0000,gh,MicroMOL-PER-GM-HR
9461,4427,CO,17.0000,gh,MicroMOL-PER-GM-HR
9462,4427,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9463,4428,H2,6.0000,gh,MicroMOL-PER-GM-HR
9464,4428,CO,18.0000,gh,MicroMOL-PER-GM-HR
9465,4428,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9466,4429,H2,7.0000,gh,MicroMOL-PER-GM-HR
9467,4429,CO,18.0000,gh,MicroMOL-PER-GM-HR
9468,4429,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9469,4430,H2,13.0000,gh,MicroMOL-PER-GM-HR
9470,4430,CO,16.0000,gh,MicroMOL-PER-GM-HR
9471,4430,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9472,4431,H2,55.0000,gh,MicroMOL-PER-GM-HR
9473,4431,CO,19.0000,gh,MicroMOL-PER-GM-HR
9474,4431,CH4,4.0000,gh,MicroMOL-PER-GM-HR
9475,4432,H2,50.0000,gh,MicroMOL-PER-GM-HR
9476,4432,CO,19.0000,gh,MicroMOL-PER-GM-HR
9477,4432,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9478,4433,H2,55.0000,gh,MicroMOL-PER-GM-HR
9479,4433,CO,21.0000,gh,MicroMOL-PER-GM-HR
9480,4433,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9481,4434,H2,49.0000,gh,MicroMOL-PER-GM-HR
9482,4434,CO,21.0000,gh,MicroMOL-PER-GM-HR
9483,4434,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9484,4435,H2,54.0000,gh,MicroMOL-PER-GM-HR
9485,4435,CO,20.0000,gh,MicroMOL-PER-GM-HR
9486,4435,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9487,4436,H2,47.0000,gh,MicroMOL-PER-GM-HR
9488,4436,CO,19.0000,gh,MicroMOL-PER-GM-HR
9489,4436,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9490,4437,H2,55.0000,gh,MicroMOL-PER-GM-HR
9491,4437,CO,21.0000,gh,MicroMOL-PER-GM-HR
9492,4437,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9493,4438,H2,43.0000,gh,MicroMOL-PER-GM-HR
9494,4438,CO,20.0000,gh,MicroMOL-PER-GM-HR
9495,4438,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9496,4439,H2,50.0000,gh,MicroMOL-PER-GM-HR
9497,4439,CO,23.0000,gh,MicroMOL-PER-GM-HR
9498,4439,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9499,4440,H2,56.0000,gh,MicroMOL-PER-GM-HR
9500,4440,CO,21.0000,gh,MicroMOL-PER-GM-HR
9501,4440,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9502,4441,H2,45.0000,gh,MicroMOL-PER-GM-HR
9503,4441,CO,21.0000,gh,MicroMOL-PER-GM-HR
9504,4441,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9505,4442,H2,50.0000,gh,MicroMOL-PER-GM-HR
9506,4442,CO,22.0000,gh,MicroMOL-PER-GM-HR
9507,4442,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9508,4443,H2,36.0000,gh,MicroMOL-PER-GM-HR
9509,4443,CO,22.0000,gh,MicroMOL-PER-GM-HR
9510,4443,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9511,4444,H2,50.0000,gh,MicroMOL-PER-GM-HR
9512,4444,CO,22.0000,gh,MicroMOL-PER-GM-HR
9513,4444,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9514,4445,H2,36.0000,gh,MicroMOL-PER-GM-HR
9515,4445,CO,22.0000,gh,MicroMOL-PER-GM-HR
9516,4445,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9517,4446,H2,40.0000,gh,MicroMOL-PER-GM-HR
9518,4446,CO,17.0000,gh,MicroMOL-PER-GM-HR
9519,4446,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9520,4447,H2,45.0000,gh,MicroMOL-PER-GM-HR
9521,4447,CO,18.0000,gh,MicroMOL-PER-GM-HR
9522,4447,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9523,4448,H2,34.0000,gh,MicroMOL-PER-GM-HR
9524,4448,CO,17.0000,gh,MicroMOL-PER-GM-HR
9525,4448,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9526,4449,H2,26.0000,gh,MicroMOL-PER-GM-HR
9527,4449,CO,18.0000,gh,MicroMOL-PER-GM-HR
9528,4449,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9529,4450,H2,15.0000,gh,MicroMOL-PER-GM-HR
9530,4450,CO,16.0000,gh,MicroMOL-PER-GM-HR
9531,4450,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9532,4451,H2,43.0000,gh,MicroMOL-PER-GM-HR
9533,4451,CO,17.0000,gh,MicroMOL-PER-GM-HR
9534,4451,CH4,4.0000,gh,MicroMOL-PER-GM-HR
9535,4452,H2,54.0000,gh,MicroMOL-PER-GM-HR
9536,4452,CO,21.0000,gh,MicroMOL-PER-GM-HR
9537,4452,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9538,4453,H2,55.0000,gh,MicroMOL-PER-GM-HR
9539,4453,CO,24.0000,gh,MicroMOL-PER-GM-HR
9540,4453,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9541,4454,H2,54.0000,gh,MicroMOL-PER-GM-HR
9542,4454,CO,23.0000,gh,MicroMOL-PER-GM-HR
9543,4454,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9544,4455,H2,53.0000,gh,MicroMOL-PER-GM-HR
9545,4455,CO,20.0000,gh,MicroMOL-PER-GM-HR
9546,4455,CH4,7.0000,gh,MicroMOL-PER-GM-HR
9547,4456,H2,45.0000,gh,MicroMOL-PER-GM-HR
9548,4456,CO,24.0000,gh,MicroMOL-PER-GM-HR
9549,4456,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9550,4457,H2,45.0000,gh,MicroMOL-PER-GM-HR
9551,4457,CO,21.0000,gh,MicroMOL-PER-GM-HR
9552,4457,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9553,4458,H2,48.0000,gh,MicroMOL-PER-GM-HR
9554,4458,CO,23.0000,gh,MicroMOL-PER-GM-HR
9555,4458,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9556,4459,H2,43.0000,gh,MicroMOL-PER-GM-HR
9557,4459,CO,24.0000,gh,MicroMOL-PER-GM-HR
9558,4459,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9559,4460,H2,45.0000,gh,MicroMOL-PER-GM-HR
9560,4460,CO,23.0000,gh,MicroMOL-PER-GM-HR
9561,4460,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9562,4461,H2,44.0000,gh,MicroMOL-PER-GM-HR
9563,4461,CO,23.0000,gh,MicroMOL-PER-GM-HR
9564,4461,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9565,4462,H2,38.0000,gh,MicroMOL-PER-GM-HR
9566,4462,CO,24.0000,gh,MicroMOL-PER-GM-HR
9567,4462,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9568,4463,H2,37.0000,gh,MicroMOL-PER-GM-HR
9569,4463,CO,20.0000,gh,MicroMOL-PER-GM-HR
9570,4463,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9571,4464,H2,34.0000,gh,MicroMOL-PER-GM-HR
9572,4464,CO,23.0000,gh,MicroMOL-PER-GM-HR
9573,4464,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9574,4465,H2,35.0000,gh,MicroMOL-PER-GM-HR
9575,4465,CO,23.0000,gh,MicroMOL-PER-GM-HR
9576,4465,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9577,4466,H2,27.0000,gh,MicroMOL-PER-GM-HR
9578,4466,CO,24.0000,gh,MicroMOL-PER-GM-HR
9579,4466,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9580,4467,H2,24.0000,gh,MicroMOL-PER-GM-HR
9581,4467,CO,20.0000,gh,MicroMOL-PER-GM-HR
9582,4467,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9583,4468,H2,20.0000,gh,MicroMOL-PER-GM-HR
9584,4468,CO,19.0000,gh,MicroMOL-PER-GM-HR
9585,4468,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9586,4469,H2,20.0000,gh,MicroMOL-PER-GM-HR
9587,4469,CO,18.0000,gh,MicroMOL-PER-GM-HR
9588,4469,CH4,5.0000,gh,MicroMOL-PER-GM-HR
9589,4470,H2,20.0000,gh,MicroMOL-PER-GM-HR
9590,4470,CO,18.0000,gh,MicroMOL-PER-GM-HR
9591,4470,CH4,6.0000,gh,MicroMOL-PER-GM-HR
9592,4471,H2,3.9200,gh,MicroMOL-PER-GM-HR
9593,4471,CO,7.3800,gh,MicroMOL-PER-GM-HR
9594,4471,CH4,0.2400,gh,MicroMOL-PER-GM-HR
9595,4471,H2,70.5800,g,MicroMOL-PER-GM
9596,4471,CO,132.8700,g,MicroMOL-PER-GM
9597,4471,CH4,4.2900,g,MicroMOL-PER-GM
9598,4471,H2,0.0324,m2h,MicroMOL-PER-M2-HR
9599,4471,CO,0.0609,m2h,MicroMOL-PER-M2-HR
9600,4471,CH4,0.0019,m2h,MicroMOL-PER-M2-HR
9601,4472,H2,4.3700,gh,MicroMOL-PER-GM-HR
9602,4472,CO,8.9900,gh,MicroMOL-PER-GM-HR
9603,4472,CH4,0.2900,gh,MicroMOL-PER-GM-HR
9604,4472,H2,78.7200,g,MicroMOL-PER-GM
9605,4472,CO,161.8000,g,MicroMOL-PER-GM
9606,4472,CH4,5.2300,g,MicroMOL-PER-GM
9607,4472,H2,0.0360,m2h,MicroMOL-PER-M2-HR
9608,4472,CO,0.0742,m2h,MicroMOL-PER-M2-HR
9609,4472,CH4,0.0024,m2h,MicroMOL-PER-M2-HR
9610,4473,H2,4.2900,gh,MicroMOL-PER-GM-HR
9611,4473,CO,12.1200,gh,MicroMOL-PER-GM-HR
9612,4473,CH4,0.5200,gh,MicroMOL-PER-GM-HR
9613,4473,H2,77.2500,g,MicroMOL-PER-GM
9614,4473,CO,218.1400,g,MicroMOL-PER-GM
9615,4473,CH4,9.3800,g,MicroMOL-PER-GM
9616,4473,H2,0.0280,m2h,MicroMOL-PER-M2-HR
9617,4473,CO,0.0797,m2h,MicroMOL-PER-M2-HR
9618,4473,CH4,0.0034,m2h,MicroMOL-PER-M2-HR
9619,4474,H2,4.5800,gh,MicroMOL-PER-GM-HR
