ID,Material_transformation_id,Chemical,Percent,Role,crystal_structure
12483,5858,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12484,5858,TEOA,,Reductant,
12485,5859,N-C,,Catalyst,
12486,5859,Fe,0,Co-catalyst,
12487,5859,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12488,5859,TEOA,,Reductant,
12489,5860,TiO2,,Catalyst,P25
12490,5860,H2O,,Reductant,P25
12491,5861,g-C3N4,,Catalyst,
12492,5861,H2O,,Reductant,
12493,5862,TiO2,,Catalyst,P25
12494,5862,g-C3N4,0,Co-catalyst,P25
12495,5862,H2O,,Reductant,P25
12496,5863,TiO2,,Catalyst,Anatase
12497,5863,g-C3N4,0,Co-catalyst,Anatase
12498,5863,H2O,,Reductant,Anatase
12499,5864,CNS,,Catalyst,
12500,5864,H2O,,Reductant,
12501,5865,Co3O4,,Catalyst,
12502,5865,CNS,20,Co-catalyst,
12503,5865,H2O,,Reductant,
12504,5866,Co3O4,,Catalyst,
12505,5866,CNS,25,Co-catalyst,
12506,5866,H2O,,Reductant,
12507,5867,Co3O4,,Catalyst,
12508,5867,CNS,10,Co-catalyst,
12509,5867,H2O,,Reductant,
12510,5868,Co3O4,,Catalyst,
12511,5868,CNS,5,Co-catalyst,
12512,5868,H2O,,Reductant,
12513,5869,Bi2MoO6,,Catalyst,
12514,5869,H2O,,Reductant,
12515,5870,Bi2MoO6,,Catalyst,
12516,5870,H2O,,Reductant,
12517,5871,Bi2MoO6,,Catalyst,
12518,5871,H2O,,Reductant,
12519,5872,Bi2MoO6,,Catalyst,
12520,5872,H2O,,Reductant,
12521,5873,g-C3N4,,Catalyst,
12522,5873,polyethyleneimine,0.25,Dopant,
12523,5873,H2O,,Reductant,
12524,5874,g-C3N4,,Catalyst,
12525,5874,polyethyleneimine,0.25,Dopant,
12526,5874,H2O,,Reductant,
12527,5875,g-C3N4,,Catalyst,
12528,5875,polyethyleneimine,0.25,Dopant,
12529,5875,H2O,,Reductant,
12530,5876,g-C3N4,,Catalyst,
12531,5876,polyethyleneimine,0.75,Dopant,
12532,5876,H2O,,Reductant,
12533,5877,g-C3N4,,Catalyst,
12534,5877,polyethyleneimine,0.5,Dopant,
12535,5877,H2O,,Reductant,
12536,5878,g-C3N4,,Catalyst,
12537,5878,polyethyleneimine,0.25,Dopant,
12538,5878,H2O,,Reductant,
12539,5879,g-C3N4,,Catalyst,
12540,5879,polyethyleneimine,0.05,Dopant,
12541,5879,H2O,,Reductant,
12542,5880,g-C3N4,,Catalyst,
12543,5880,polyethyleneimine,0.0,Dopant,
12544,5880,H2O,,Reductant,
12545,5881,"5,10,15,20-tetra(p-nitrophenyl)-porphyrin",,Catalyst,
12546,5881,H2O,,Reductant,
12547,5882,Azo-Por-POP,,Catalyst,
12548,5882,diaminodiphenyl,0.0,Dopant,
12549,5882,H2O,,Reductant,
12550,5883,Azo-Por-POP,,Catalyst,
12551,5883,"2,2\'-bipyridine-5,5\'-diamine",0.0,Dopant,
12552,5883,H2O,,Reductant,
12553,5884,CsPbCl3,,Catalyst,
12554,5884,Pb and Mn,0.0,Dopant,
12555,5884,H2O,,Reductant,
12556,5885,CsPbCl3,,Catalyst,
12557,5885,Pb (42.1) and Ni,42.1,Dopant,
12558,5885,H2O,,Reductant,
12559,5886,CsPbCl3,,Catalyst,
12560,5886,Ni,33.0,Dopant,
12561,5886,H2O,,Reductant,
12562,5887,Bi2Se3,,Catalyst,
12563,5887,H2O,,Reductant,
12564,5888,g-C3N4,,Catalyst,
12565,5888,H2O,,Reductant,
12566,5889,Bi2Se3,,Catalyst,
12567,5889,g-C3N4,0,Co-catalyst,
12568,5889,H2O,,Reductant,
12569,5890,Bi2Se3,,Catalyst,
12570,5890,g-C3N4,0,Co-catalyst,
12571,5890,H2O,,Reductant,
12572,5891,Bi2Se3,,Catalyst,
12573,5891,g-C3N4,0,Co-catalyst,
12574,5891,H2O,,Reductant,
12575,5892,Bi2Se3,,Catalyst,
12576,5892,g-C3N4,0,Co-catalyst,
12577,5892,H2O,,Reductant,
12578,5893,SiC,,Catalyst,
12579,5893,Pt,1.3,Co-catalyst,
12580,5893,Cu2O,1.8,Co-catalyst,
12581,5893,IrOx,2.2,Co-catalyst,
12582,5893,H2O,,Reductant,
12583,5894,SiC,,Catalyst,
12584,5894,Pt,1.3,Co-catalyst,
12585,5894,IrOx,2.3,Co-catalyst,
12586,5894,H2O,,Reductant,
12587,5895,SiC,,Catalyst,
12588,5895,Pt,1.3,Co-catalyst,
12589,5895,Cu2O,0.52,Co-catalyst,
12590,5895,H2O,,Reductant,
12591,5896,SiC,,Catalyst,
12592,5896,Pt,1.3,Co-catalyst,
12593,5896,H2O,,Reductant,
12594,5897,SiC,,Catalyst,
12595,5897,H2O,,Reductant,
12596,5898,g-C3N4,,Catalyst,
12597,5898,Bt,0,Co-catalyst,
12598,5898,Ti3C2,0.0,Co-catalyst,
12599,5898,H2O,,Reductant,
12600,5899,g-C3N4,,Catalyst,
12601,5899,Ti3C2,0,Co-catalyst,
12602,5899,H2O,,Reductant,
12603,5900,g-C3N4,,Catalyst,
12604,5900,Ti3AlC2,0,Co-catalyst,
12605,5900,H2O,,Reductant,
12606,5901,g-C3N4,,Catalyst,
12607,5901,Bt,0,Co-catalyst,
12608,5901,H2O,,Reductant,
12609,5902,g-C3N4,,Catalyst,
12610,5902,H2O,,Reductant,
12611,5903,Bi2WO6,,Catalyst,
12612,5903,H2O,,Reductant,
12613,5904,BiOBr,,Catalyst,
12614,5904,H2O,,Reductant,
12615,5905,Bi2WO6,,Catalyst,
12616,5905,H2O,,Reductant,
12617,5906,BaZrO3,,Catalyst,
12618,5906,Ag,3,Co-catalyst,
12619,5906,H2O,,Reductant,
12620,5907,SrZO3,,Catalyst,
12621,5907,Ag,3,Co-catalyst,
12622,5907,H2O,,Reductant,
12623,5908,CaZrO3,,Catalyst,
12624,5908,Ag,3,Co-catalyst,
12625,5908,H2O,,Reductant,
12626,5909,BaZrO3,,Catalyst,
12627,5909,H2O,,Reductant,
12628,5910,SrZrO3,,Catalyst,
12629,5910,H2O,,Reductant,
12630,5911,CaZrO3,,Catalyst,
12631,5911,H2O,,Reductant,
12632,5912,PbBiO2Br,,Catalyst,
12633,5912,H2O,,Reductant,
12634,5913,PbBiO2Br,,Catalyst,
12635,5913,H2O,,Reductant,
12636,5914,PbBiO2Br,,Catalyst,
12637,5914,H2O,,Reductant,
12638,5915,TiO2,,Catalyst,Anatase
12639,5915,Ag,3,Co-catalyst,Anatase
12640,5915,Au,3.0,Co-catalyst,Anatase
12641,5915,H2O,,Reductant,Anatase
12642,5916,TiO2,,Catalyst,Anatase
12643,5916,Ag,1.5,Co-catalyst,Anatase
12644,5916,Au,1.5,Co-catalyst,Anatase
12645,5916,H2O,,Reductant,Anatase
12646,5917,TiO2,,Catalyst,Anatase
12647,5917,Ag,1,Co-catalyst,Anatase
12648,5917,Au,1.0,Co-catalyst,Anatase
12649,5917,H2O,,Reductant,Anatase
12650,5918,TiO2,,Catalyst,Anatase
12651,5918,Ag,0.5,Co-catalyst,Anatase
12652,5918,Au,0.5,Co-catalyst,Anatase
12653,5918,H2O,,Reductant,Anatase
12654,5919,TiO2,,Catalyst,Anatase
12655,5919,H2O,,Reductant,Anatase
12656,5920,TiO2,,Catalyst,Anatase
12657,5920,Ag,3,Co-catalyst,Anatase
12658,5920,Au,3.0,Co-catalyst,Anatase
12659,5920,H2O,,Reductant,Anatase
12660,5921,TiO2,,Catalyst,Anatase
12661,5921,Ag,1.5,Co-catalyst,Anatase
12662,5921,Au,1.5,Co-catalyst,Anatase
12663,5921,H2O,,Reductant,Anatase
12664,5922,TiO2,,Catalyst,Anatase
12665,5922,Ag,1,Co-catalyst,Anatase
12666,5922,Au,1.0,Co-catalyst,Anatase
12667,5922,H2O,,Reductant,Anatase
12668,5923,TiO2,,Catalyst,Anatase
12669,5923,Ag,0.5,Co-catalyst,Anatase
12670,5923,Au,0.5,Co-catalyst,Anatase
12671,5923,H2O,,Reductant,Anatase
12672,5924,TiO2,,Catalyst,Anatase
12673,5924,H2O,,Reductant,Anatase
12674,5925,CdS,,Catalyst,
12675,5925,Pt,1,Co-catalyst,
12676,5925,H2O,,Reductant,
12677,5926,Ni-MOF,,Catalyst,
12678,5926,H2O,,Reductant,
12679,5927,Ni-MOF,,Catalyst,
12680,5927,H2O,,Reductant,
12681,5928,In2O3,,Catalyst,
12682,5928,g-C3N4,0,Co-catalyst,
12683,5928,Pt,2.0,Co-catalyst,
12684,5928,TEOA,,Reductant,
12685,5929,In2O3,,Catalyst,
12686,5929,g-C3N4,0,Co-catalyst,
12687,5929,TEOA,,Reductant,
12688,5930,g-C3N4,,Catalyst,
12689,5930,Pt,2,Co-catalyst,
12690,5930,TEOA,,Reductant,
12691,5931,g-C3N4,,Catalyst,
12692,5931,TEOA,,Reductant,
12693,5932,In2O3,,Catalyst,
12694,5932,Pt,2,Co-catalyst,
12695,5932,TEOA,,Reductant,
12696,5933,In2O3,,Catalyst,
12697,5933,TEOA,,Reductant,
12698,5934,Bi2WO6,,Catalyst,
12699,5934,FAPbBr3,25,Co-catalyst,
12700,5934,Benzyl Alcohol,,Reductant,
12701,5935,Bi2WO6,,Catalyst,
12702,5935,FAPbBr3,20,Co-catalyst,
12703,5935,Benzyl Alcohol,,Reductant,
12704,5936,Bi2WO6,,Catalyst,
12705,5936,FAPbBr3,15,Co-catalyst,
12706,5936,Benzyl Alcohol,,Reductant,
12707,5937,Bi2WO6,,Catalyst,
12708,5937,FAPbBr3,12.5,Co-catalyst,
12709,5937,Benzyl Alcohol,,Reductant,
12710,5938,Bi2WO6,,Catalyst,
12711,5938,FAPbBr3,10,Co-catalyst,
12712,5938,Benzyl Alcohol,,Reductant,
12713,5939,Bi2WO6,,Catalyst,
12714,5939,FAPbBr3,7.5,Co-catalyst,
12715,5939,Benzyl Alcohol,,Reductant,
12716,5940,Bi2WO6,,Catalyst,
12717,5940,FAPbBr3,5,Co-catalyst,
12718,5940,Benzyl Alcohol,,Reductant,
12719,5941,FAPbBr3,,Catalyst,
12720,5941,Benzyl Alcohol,,Reductant,
12721,5942,Bi2WO6,,Catalyst,
12722,5942,Benzyl Alcohol,,Reductant,
12723,5943,Bi2WO6,,Catalyst,
12724,5943,CsPbBr3,0,Co-catalyst,
12725,5943,ethyl acetate,,Reductant,
12726,5944,CsPbBr3,,Catalyst,
12727,5944,ethyl acetate,,Reductant,
12728,5945,Bi2WO6,,Catalyst,
12729,5945,ethyl acetate,,Reductant,
12730,5946,BiOBr,,Catalyst,
12731,5946,Gd,0,Co-catalyst,
12732,5946,H2O,,Reductant,
12733,5947,BiOBr,,Catalyst,
12734,5947,Gd,0,Co-catalyst,
12735,5947,H2O,,Reductant,
12736,5948,BiOBr,,Catalyst,
12737,5948,Gd,0,Co-catalyst,
12738,5948,H2O,,Reductant,
12739,5949,BiOBr,,Catalyst,
12740,5949,H2O,,Reductant,
12741,5950,g-C3N4,,Catalyst,
12742,5950,Cu2ZnSnS4,10,Co-catalyst,
12743,5950,Pt,3.0,Co-catalyst,
12744,5950,H2O,,Reductant,
12745,5951,g-C3N4,,Catalyst,
12746,5951,Pt,5,Co-catalyst,
12747,5951,H2O,,Reductant,
12748,5952,g-C3N4,,Catalyst,
12749,5952,Pt,3,Co-catalyst,
12750,5952,H2O,,Reductant,
12751,5953,g-C3N4,,Catalyst,
12752,5953,Pt,1,Co-catalyst,
12753,5953,H2O,,Reductant,
12754,5954,Cu2ZnS4,,Catalyst,
12755,5954,H2O,,Reductant,
12756,5955,g-C3N4,,Catalyst,
12757,5955,H2O,,Reductant,
12758,5956,Cu2O,,Catalyst,
12759,5956,H2O,,Reductant,
12760,5957,Cu2O,,Catalyst,
12761,5957,H2O,,Reductant,
12762,5958,Cu2O,,Catalyst,
12763,5958,H2O,,Reductant,
12764,5959,Cu2O,,Catalyst,
12765,5959,MnOx,0,Co-catalyst,
12766,5959,H2O,,Reductant,
12767,5960,Cu2O,,Catalyst,
12768,5960,MnOx,0,Co-catalyst,
12769,5960,H2O,,Reductant,
12770,5961,CuO,,Catalyst,
12771,5961,H2O,,Reductant,
12772,5962,CuO,,Catalyst,
12773,5962,H2O,,Reductant,
12774,5963,WO3,,Catalyst,
12775,5963,H2O,,Reductant,
12776,5964,WO3,,Catalyst,
12777,5964,H2O,,Reductant,
12778,5965,WO3,,Catalyst,
12779,5965,H2O,,Reductant,
12780,5966,WO3,,Catalyst,
12781,5966,H2O,,Reductant,
12782,5967,WO3,,Catalyst,
12783,5967,H2O,,Reductant,
12784,5968,WO3,,Catalyst,
12785,5968,H2O,,Reductant,
12786,5969,WO3,,Catalyst,
12787,5969,H2O,,Reductant,
12788,5970,MIL-101(Fe),,Catalyst,
12789,5970,Graphene,11,Co-catalyst,
12790,5970,TEOA,,Reductant,
12791,5971,MIL-101(Fe),,Catalyst,
12792,5971,Graphene,9,Co-catalyst,
12793,5971,TEOA,,Reductant,
12794,5972,MIL-101(Fe),,Catalyst,
12795,5972,Graphene,7,Co-catalyst,
12796,5972,TEOA,,Reductant,
12797,5973,MIL-101(Fe),,Catalyst,
12798,5973,Graphene,5,Co-catalyst,
12799,5973,TEOA,,Reductant,
12800,5974,MIL-101(Fe),,Catalyst,
12801,5974,Graphene,3,Co-catalyst,
12802,5974,TEOA,,Reductant,
12803,5975,MIL-101(Fe),,Catalyst,
12804,5975,TEOA,,Reductant,
12805,5976,SiO2,,Catalyst,
12806,5976,Pt,2,Co-catalyst,
12807,5976,[Ru(bpy)3]Cl2,0.0,Dye,
12808,5976,TEOA,,Reductant,
12809,5977,SiO2,,Catalyst,
12810,5977,Pt,1,Co-catalyst,
12811,5977,[Ru(bpy)3]Cl2,0.0,Dye,
12812,5977,TEOA,,Reductant,
12813,5978,SiO2,,Catalyst,
12814,5978,Pt,0.5,Co-catalyst,
12815,5978,TEOA,,Reductant,
12816,5979,SiO2,,Catalyst,
12817,5979,Pt,0.25,Co-catalyst,
12818,5979,[Ru(bpy)3]Cl2,0.0,Dye,
12819,5979,TEOA,,Reductant,
12820,5980,SiO2,,Catalyst,
12821,5980,[Ru(bpy)3]Cl2,0.0,Dye,
12822,5980,TEOA,,Reductant,
12823,5981,CuMoO4,,Catalyst,
12824,5981,Acetonitrile,,Reductant,
12825,5982,CuMoxW1-xO4,,Catalyst,
12826,5982,Acetonitrile,,Reductant,
12827,5983,CuMoxW1-xO4,,Catalyst,
12828,5983,Acetonitrile,,Reductant,
12829,5984,CuMoxW1-xO4,,Catalyst,
12830,5984,Acetonitrile,,Reductant,
12831,5985,CuMoxW1-xO4,,Catalyst,
12832,5985,Acetonitrile,,Reductant,
12833,5986,CuMoxW1-xO4,,Catalyst,
12834,5986,Acetonitrile,,Reductant,
12835,5987,CuWo4,,Catalyst,
12836,5987,Acetonitrile,,Reductant,
12837,5988,CSH,,Catalyst,
12838,5988,Pb,0,Co-catalyst,
12839,5988,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12840,5988,TEOA,,Reductant,
12841,5989,CSH,,Catalyst,
12842,5989,Ni,0,Co-catalyst,
12843,5989,TEOA,,Reductant,
12844,5990,CSH,,Catalyst,
12845,5990,Zn,0,Co-catalyst,
12846,5990,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12847,5990,TEOA,,Reductant,
12848,5991,CSH,,Catalyst,
12849,5991,Cu,0,Co-catalyst,
12850,5991,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12851,5991,TEOA,,Reductant,
12852,5992,Fe3O4,,Catalyst,
12853,5992,N-C rods,0,Co-catalyst,
12854,5992,H2O,,Reductant,
12855,5993,Fe3O4,,Catalyst,
12856,5993,Cu2O,0,Co-catalyst,
12857,5993,H2O,,Reductant,
12858,5994,Fe3O4,,Catalyst,
12859,5994,N-C rods,0,Co-catalyst,
12860,5994,Cu2O,0.0,Co-catalyst,
12861,5994,H2O,,Reductant,
12862,5995,TiO2,,Catalyst,Anatase
12863,5995,g-C3N4,0,Co-catalyst,Anatase
12864,5995,Pt,0.0,Co-catalyst,Anatase
12865,5995,C,0.0,Co-catalyst,Anatase
12866,5995,H2O,,Reductant,Anatase
12867,5996,TiO2,,Catalyst,Anatase
12868,5996,g-C3N4,0,Co-catalyst,Anatase
12869,5996,C,0.0,Co-catalyst,Anatase
12870,5996,H2O,,Reductant,Anatase
12871,5997,TiO2,,Catalyst,Anatase
12872,5997,Pt,0,Co-catalyst,Anatase
12873,5997,C,0.0,Co-catalyst,Anatase
12874,5997,H2O,,Reductant,Anatase
12875,5998,TiO2,,Catalyst,Anatase
12876,5998,C,0,Co-catalyst,Anatase
12877,5998,H2O,,Reductant,Anatase
12878,5999,g-C3N4,,Catalyst,
12879,5999,H2O,,Reductant,
12880,6000,TiO2,,Catalyst,
12881,6000,H2O,,Reductant,
12882,6001,g-C3N4,,Catalyst,
12883,6001,OV La2Ti2O7,25,Co-catalyst,
12884,6001,H2O,,Reductant,
12885,6002,g-C3N4,,Catalyst,
12886,6002,OV La2Ti2O7,15,Co-catalyst,
12887,6002,H2O,,Reductant,
12888,6003,g-C3N4,,Catalyst,
12889,6003,OV La2Ti2O7,5,Co-catalyst,
12890,6003,H2O,,Reductant,
12891,6004,La2Ti2O7,,Catalyst,
12892,6004,H2O,,Reductant,
12893,6005,g-C3N4,,Catalyst,
12894,6005,H2O,,Reductant,
12895,6006,TP-COF,,Catalyst,
12896,6006,Ni-PCD,0,Co-catalyst,
12897,6006,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12898,6006,TEOA,,Reductant,
12899,6007,NI-PCD,,Catalyst,
12900,6007,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12901,6007,TEOA,,Reductant,
12902,6008,TD-COF,,Catalyst,
12903,6008,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12904,6008,TEOA,,Reductant,
12905,6009,TD-COF,,Catalyst,
12906,6009,Fe-PCD,0,Co-catalyst,
12907,6009,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12908,6009,TEOA,,Reductant,
12909,6010,TD-COF,,Catalyst,
12910,6010,Ni-PCD,0,Co-catalyst,
12911,6010,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12912,6010,TEOA,,Reductant,
12913,6011,TD-COF,,Catalyst,
12914,6011,Co-PCD,0,Co-catalyst,
12915,6011,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12916,6011,TEOA,,Reductant,
12917,6012,TiO2,,Catalyst,Mix
12918,6012,H2O,,Reductant,Mix
12919,6013,TiO2,,Catalyst,Mix
12920,6013,H2O,,Reductant,Mix
12921,6014,TiO2,,Catalyst,Mix
12922,6014,H2O,,Reductant,Mix
12923,6015,TiO2,,Catalyst,P25
12924,6015,H2O,,Reductant,P25
12925,6016,g-C3N4,,Catalyst,
12926,6016,TEOA,,Reductant,
12927,6017,g-C3N4,,Catalyst,
12928,6017,TEOA,,Reductant,
12929,6018,g-C3N4,,Catalyst,
12930,6018,TEOA,,Reductant,
12931,6019,g-C3N4,,Catalyst,
12932,6019,TEOA,,Reductant,
12933,6020,BiVO4,,Catalyst,
12934,6020,Cu,1,Co-catalyst,
12935,6020,H2O,,Reductant,
12936,6021,BiVO4,,Catalyst,
12937,6021,Cu,0.5,Co-catalyst,
12938,6021,H2O,,Reductant,
12939,6022,BiVO4,,Catalyst,
12940,6022,Cu,0.3,Co-catalyst,
12941,6022,H2O,,Reductant,
12942,6023,BiVO4,,Catalyst,
12943,6023,H2O,,Reductant,
12944,6024,polypyrrol,,Catalyst,
12945,6024,Mn,0,Co-catalyst,
12946,6024,N,0.0,Dopant,
12947,6024,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
12948,6024,TEOA,,Reductant,
12949,6025,Black P,,Catalyst,
12950,6025,H2O,,Reductant,
12951,6026,WO3,,Catalyst,
12952,6026,Black Phosphorus,0,Co-catalyst,
12953,6026,H2O,,Reductant,
12954,6027,WO3,,Catalyst,
12955,6027,Black Phosphorus,0,Co-catalyst,
12956,6027,H2O,,Reductant,
12957,6028,WO3,,Catalyst,
12958,6028,Black Phosphorus,0,Co-catalyst,
12959,6028,H2O,,Reductant,
12960,6029,WO3,,Catalyst,
12961,6029,Black Phosphorus,0,Co-catalyst,
12962,6029,H2O,,Reductant,
12963,6030,g-C3N4,,Catalyst,
12964,6030,K,9.0,Dopant,
12965,6030,H2O,,Reductant,
12966,6031,g-C3N4,,Catalyst,
12967,6031,K,7.0,Dopant,
12968,6031,H2O,,Reductant,
12969,6032,g-C3N4,,Catalyst,
12970,6032,K,5.0,Dopant,
12971,6032,H2O,,Reductant,
12972,6033,g-C3N4,,Catalyst,
12973,6033,K,3.0,Dopant,
12974,6033,H2O,,Reductant,
12975,6034,g-C3N4,,Catalyst,
12976,6034,H2O,,Reductant,
12977,6035,CuO,,Catalyst,
12978,6035,"Glass Fiber (SiO2,CaO,Al2O3)",0.0,Support,
12979,6035,H2O,,Reductant,
12980,6036,CuO,,Catalyst,
12981,6036,"Glass Fiber(SiO2,CaO,Na2O,KCl)",0.0,Support,
12982,6036,H2O,,Reductant,
12983,6037,CuO,,Catalyst,
12984,6037,"Glass Fiber (SiO2,CaO,Na2O,MgO)",0.0,Support,
12985,6037,H2O,,Reductant,
12986,6038,MgIn2S4,,Catalyst,
12987,6038,Co,0.0,Dopant,
12988,6038,H2O,,Reductant,
12989,6039,MgIn2S4,,Catalyst,
12990,6039,Co,0.0,Dopant,
12991,6039,H2O,,Reductant,
12992,6040,MgIn2S4,,Catalyst,
12993,6040,Co,0.0,Dopant,
12994,6040,H2O,,Reductant,
12995,6041,MgIn2S4,,Catalyst,
12996,6041,Co,0.0,Dopant,
12997,6041,H2O,,Reductant,
12998,6042,MgIn2S4,,Catalyst,
12999,6042,Co,0.0,Dopant,
13000,6042,H2O,,Reductant,
13001,6043,MgIn2S4,,Catalyst,
13002,6043,Co,0.0,Dopant,
13003,6043,H2O,,Reductant,
13004,6044,NH2-UiO-66,,Catalyst,
13005,6044,TEOA,,Reductant,
13006,6045,NH2-UiO-66,,Catalyst,
13007,6045,"2,4,6-tris(4-pyridyl)pyridine",0.0,Dopant,
13008,6045,TEOA,,Reductant,
13009,6046,TPE-COF,,Catalyst,
13010,6046,CoP,0.0,Dopant,
13011,6046,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13012,6046,TEOA,,Reductant,
13013,6047,TPE-COF,,Catalyst,
13014,6047,NiP,0.0,Dopant,
13015,6047,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13016,6047,TEOA,,Reductant,
13017,6048,TPE-COF,,Catalyst,
13018,6048,Ni2+,0,Co-catalyst,
13019,6048,H2P,0.0,Dopant,
13020,6048,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13021,6048,TEOA,,Reductant,
13022,6049,TPE-COF,,Catalyst,
13023,6049,H2P,0.0,Dopant,
13024,6049,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13025,6049,TEOA,,Reductant,
13026,6050,MgAl-LDH,,Catalyst,
13027,6050,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13028,6050,TEOA,,Reductant,
13029,6051,MgAl-LDH,,Catalyst,
13030,6051,Ce,0.0,Dopant,
13031,6051,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13032,6051,TEOA,,Reductant,
13033,6052,MgAl-LDH,,Catalyst,
13034,6052,Ce,0.0,Dopant,
13035,6052,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13036,6052,TEOA,,Reductant,
13037,6053,MgAl-LDH,,Catalyst,
13038,6053,Ce,0.0,Dopant,
13039,6053,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13040,6053,TEOA,,Reductant,
13041,6054,MgAl-LDH,,Catalyst,
13042,6054,Ce,0.0,Dopant,
13043,6054,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13044,6054,TEOA,,Reductant,
13045,6055,MgAl-LDH,,Catalyst,
13046,6055,Ce,0.0,Dopant,
13047,6055,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13048,6055,TEOA,,Reductant,
13049,6056,MgAl-LDH,,Catalyst,
13050,6056,Ce,0.0,Dopant,
13051,6056,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13052,6056,TEOA,,Reductant,
13053,6057,CeO2,,Catalyst,
13054,6057,[Ru(bpy)3]Cl2Â·6H2O,0.0,Dye,
13055,6057,TEOA,,Reductant,
13056,6058,ZnO,,Catalyst,
13057,6058,Co3O4,0,Co-catalyst,
13058,6058,PDa,0.0,Dopant,
13059,6058,H2O,,Reductant,
13060,6059,ZnO,,Catalyst,
13061,6059,Co3O4,0,Co-catalyst,
13062,6059,PDA,0.0,Dopant,
13063,6059,H2O,,Reductant,
13064,6060,ZnO,,Catalyst,
13065,6060,Co3O4,0,Co-catalyst,
13066,6060,PDA,0.0,Dopant,
13067,6060,H2O,,Reductant,
13068,6061,ZnO,,Catalyst,
13069,6061,Co3O4,0,Co-catalyst,
13070,6061,H2O,,Reductant,
13071,6062,ZnO,,Catalyst,
13072,6062,Co3O4,0,Co-catalyst,
13073,6062,PDA,0.0,Dopant,
13074,6062,H2O,,Reductant,
13075,6063,ZnO,,Catalyst,
13076,6063,Co3O4,0,Co-catalyst,
13077,6063,H2O,,Reductant,
13078,6064,Co3O4,,Catalyst,
13079,6064,H2O,,Reductant,
13080,6065,ZnO,,Catalyst,
13081,6065,H2O,,Reductant,
13082,6066,g-C3N4,,Catalyst,
13083,6066,ZnNCN,0,Co-catalyst,
13084,6066,ZIF-8,0.0,Co-catalyst,
13085,6066,H2O,,Reductant,
13086,6067,g-C3N4,,Catalyst,
13087,6067,ZnNCN,0,Co-catalyst,
13088,6067,H2O,,Reductant,
13089,6068,g-C3N4,,Catalyst,
13090,6068,H2O,,Reductant,
13091,6069,MoO2,,Catalyst,
13092,6069,H2O,,Reductant,
13093,6070,g-C3N4,,Catalyst,
13094,6070,MoO2,30,Co-catalyst,
13095,6070,H2O,,Reductant,
13096,6071,g-C3N4,,Catalyst,
13097,6071,MoO2,25,Co-catalyst,
13098,6071,H2O,,Reductant,
13099,6072,g-C3N4,,Catalyst,
13100,6072,MoO2,20,Co-catalyst,
13101,6072,H2O,,Reductant,
13102,6073,g-C3N4,,Catalyst,
13103,6073,MoO2,15,Co-catalyst,
13104,6073,H2O,,Reductant,
13105,6074,g-C3N4,,Catalyst,
13106,6074,MoO2,10,Co-catalyst,
13107,6074,H2O,,Reductant,
13108,6075,g-C3N4,,Catalyst,
13109,6075,H2O,,Reductant,
13110,6076,g-C3N4,,Catalyst,
13111,6076,2-aminobenzonitrile,0,Co-catalyst,
13112,6076,TEOA,,Reductant,
13113,6077,g-C3N4,,Catalyst,
13114,6077,2-aminobenzonitrile,0,Co-catalyst,
13115,6077,TEOA,,Reductant,
13116,6078,g-C3N4,,Catalyst,
13117,6078,2-aminobenzonitrile,0,Co-catalyst,
13118,6078,TEOA,,Reductant,
13119,6079,g-C3N4,,Catalyst,
13120,6079,2-aminobenzonitrile,0,Co-catalyst,
13121,6079,TEOA,,Reductant,
13122,6080,g-C3N4,,Catalyst,
13123,6080,2-aminobenzonitrile,0,Co-catalyst,
13124,6080,TEOA,,Reductant,
13125,6081,g-C3N4,,Catalyst,
13126,6081,2-aminobenzonitrile,0,Co-catalyst,
13127,6081,TEOA,,Reductant,
13128,6082,g-C3N4,,Catalyst,
13129,6082,2-aminobenzonitrile,0,Co-catalyst,
13130,6082,TEOA,,Reductant,
13131,6083,PCN-222,,Catalyst,
13132,6083,ethylene glycol,,Reductant,
