ID,Material_transformation_id,Chemical,Percent,Role,crystal_structure
7753,4102,H2O,,Reductant,
7754,4103,TiO2,,Catalyst,
7755,4103,H2O,,Reductant,
7756,4104,TiO2,,Catalyst,
7757,4104,H2O,,Reductant,
7758,4105,TiO2,,Catalyst,
7759,4105,H2O,,Reductant,
7760,4106,TiO2,,Catalyst,
7761,4106,H2O,,Reductant,
7762,4107,TiO2,,Catalyst,
7763,4107,H2O,,Reductant,
7764,4108,TiO2,,Catalyst,
7765,4108,H2O,,Reductant,
7766,4109,TiO2,,Catalyst,
7767,4109,H2O,,Reductant,
7768,4110,TiO2,,Catalyst,
7769,4110,H2O,,Reductant,
7770,4111,TiO2,,Catalyst,
7771,4111,La,2,Co-catalyst,
7772,4111,H2O,,Reductant,
7773,4112,TiO2,,Catalyst,
7774,4112,La,2,Co-catalyst,
7775,4112,H2O,,Reductant,
7776,4113,TiO2,,Catalyst,
7777,4113,La,2,Co-catalyst,
7778,4113,H2O,,Reductant,
7779,4114,TiO2,,Catalyst,
7780,4114,La,2,Co-catalyst,
7781,4114,H2O,,Reductant,
7782,4115,TiO2,,Catalyst,
7783,4115,La,2,Co-catalyst,
7784,4115,H2O,,Reductant,
7785,4116,TiO2,,Catalyst,
7786,4116,La,2,Co-catalyst,
7787,4116,H2O,,Reductant,
7788,4117,TiO2,,Catalyst,
7789,4117,La,2,Co-catalyst,
7790,4117,H2O,,Reductant,
7791,4118,TiO2,,Catalyst,
7792,4118,La,2,Co-catalyst,
7793,4118,H2O,,Reductant,
7794,4119,TiO2,,Catalyst,
7795,4119,La,2,Co-catalyst,
7796,4119,H2O,,Reductant,
7797,4120,TiO2,,Catalyst,
7798,4120,La,2,Co-catalyst,
7799,4120,H2O,,Reductant,
7800,4121,TiO2,,Catalyst,
7801,4121,La,2,Co-catalyst,
7802,4121,H2O,,Reductant,
7803,4122,TiO2,,Catalyst,
7804,4122,La,2,Co-catalyst,
7805,4122,H2O,,Reductant,
7806,4123,TiO2,,Catalyst,
7807,4123,Ce,0.5,Co-catalyst,
7808,4123,La,2.0,Co-catalyst,
7809,4123,H2O,,Reductant,
7810,4124,TiO2,,Catalyst,
7811,4124,Ce,0.5,Co-catalyst,
7812,4124,La,2.0,Co-catalyst,
7813,4124,H2O,,Reductant,
7814,4125,TiO2,,Catalyst,
7815,4125,Ce,0.5,Co-catalyst,
7816,4125,La,2.0,Co-catalyst,
7817,4125,H2O,,Reductant,
7818,4126,TiO2,,Catalyst,
7819,4126,Ce,0.5,Co-catalyst,
7820,4126,La,2.0,Co-catalyst,
7821,4126,H2O,,Reductant,
7822,4127,TiO2,,Catalyst,
7823,4127,Ce,0.5,Co-catalyst,
7824,4127,La,2.0,Co-catalyst,
7825,4127,H2O,,Reductant,
7826,4128,TiO2,,Catalyst,
7827,4128,Ce,0.5,Co-catalyst,
7828,4128,La,2.0,Co-catalyst,
7829,4128,H2O,,Reductant,
7830,4129,TiO2,,Catalyst,
7831,4129,Ce,0.5,Co-catalyst,
7832,4129,La,2.0,Co-catalyst,
7833,4129,H2O,,Reductant,
7834,4130,TiO2,,Catalyst,
7835,4130,Ce,0.5,Co-catalyst,
7836,4130,La,2.0,Co-catalyst,
7837,4130,H2O,,Reductant,
7838,4131,TiO2,,Catalyst,
7839,4131,Ce,0.5,Co-catalyst,
7840,4131,La,2.0,Co-catalyst,
7841,4131,H2O,,Reductant,
7842,4132,TiO2,,Catalyst,
7843,4132,Ce,0.5,Co-catalyst,
7844,4132,La,2.0,Co-catalyst,
7845,4132,H2O,,Reductant,
7846,4133,TiO2,,Catalyst,
7847,4133,Ce,0.5,Co-catalyst,
7848,4133,La,2.0,Co-catalyst,
7849,4133,H2O,,Reductant,
7850,4134,TiO2,,Catalyst,
7851,4134,Ce,0.5,Co-catalyst,
7852,4134,La,2.0,Co-catalyst,
7853,4134,H2O,,Reductant,
7854,4135,TiO2,,Catalyst,
7855,4135,Ce,1,Co-catalyst,
7856,4135,La,2.0,Co-catalyst,
7857,4135,H2O,,Reductant,
7858,4136,TiO2,,Catalyst,
7859,4136,Ce,1,Co-catalyst,
7860,4136,La,2.0,Co-catalyst,
7861,4136,H2O,,Reductant,
7862,4137,TiO2,,Catalyst,
7863,4137,Ce,1,Co-catalyst,
7864,4137,La,2.0,Co-catalyst,
7865,4137,H2O,,Reductant,
7866,4138,TiO2,,Catalyst,
7867,4138,Ce,1,Co-catalyst,
7868,4138,La,2.0,Co-catalyst,
7869,4138,H2O,,Reductant,
7870,4139,TiO2,,Catalyst,
7871,4139,Ce,1,Co-catalyst,
7872,4139,La,2.0,Co-catalyst,
7873,4139,H2O,,Reductant,
7874,4140,TiO2,,Catalyst,
7875,4140,Ce,1,Co-catalyst,
7876,4140,La,2.0,Co-catalyst,
7877,4140,H2O,,Reductant,
7878,4141,TiO2,,Catalyst,
7879,4141,Ce,1,Co-catalyst,
7880,4141,La,2.0,Co-catalyst,
7881,4141,H2O,,Reductant,
7882,4142,TiO2,,Catalyst,
7883,4142,Ce,1,Co-catalyst,
7884,4142,La,2.0,Co-catalyst,
7885,4142,H2O,,Reductant,
7886,4143,TiO2,,Catalyst,
7887,4143,Ce,1,Co-catalyst,
7888,4143,La,2.0,Co-catalyst,
7889,4143,H2O,,Reductant,
7890,4144,TiO2,,Catalyst,
7891,4144,Ce,1,Co-catalyst,
7892,4144,La,2.0,Co-catalyst,
7893,4144,H2O,,Reductant,
7894,4145,TiO2,,Catalyst,
7895,4145,Ce,1,Co-catalyst,
7896,4145,La,2.0,Co-catalyst,
7897,4145,H2O,,Reductant,
7898,4146,TiO2,,Catalyst,
7899,4146,Ce,1,Co-catalyst,
7900,4146,La,2.0,Co-catalyst,
7901,4146,H2O,,Reductant,
7902,4147,TiO2,,Catalyst,
7903,4147,Ce,1.5,Co-catalyst,
7904,4147,La,2.0,Co-catalyst,
7905,4147,H2O,,Reductant,
7906,4148,TiO2,,Catalyst,
7907,4148,Ce,1.5,Co-catalyst,
7908,4148,La,2.0,Co-catalyst,
7909,4148,H2O,,Reductant,
7910,4149,TiO2,,Catalyst,
7911,4149,Ce,1.5,Co-catalyst,
7912,4149,La,2.0,Co-catalyst,
7913,4149,H2O,,Reductant,
7914,4150,TiO2,,Catalyst,
7915,4150,Ce,1.5,Co-catalyst,
7916,4150,La,2.0,Co-catalyst,
7917,4150,H2O,,Reductant,
7918,4151,TiO2,,Catalyst,
7919,4151,Ce,1.5,Co-catalyst,
7920,4151,La,2.0,Co-catalyst,
7921,4151,H2O,,Reductant,
7922,4152,TiO2,,Catalyst,
7923,4152,Ce,1.5,Co-catalyst,
7924,4152,La,2.0,Co-catalyst,
7925,4152,H2O,,Reductant,
7926,4153,TiO2,,Catalyst,
7927,4153,Ce,1.5,Co-catalyst,
7928,4153,La,2.0,Co-catalyst,
7929,4153,H2O,,Reductant,
7930,4154,TiO2,,Catalyst,
7931,4154,Ce,1.5,Co-catalyst,
7932,4154,La,2.0,Co-catalyst,
7933,4154,H2O,,Reductant,
7934,4155,TiO2,,Catalyst,
7935,4155,Ce,1.5,Co-catalyst,
7936,4155,La,2.0,Co-catalyst,
7937,4155,H2O,,Reductant,
7938,4156,TiO2,,Catalyst,
7939,4156,Ce,1.5,Co-catalyst,
7940,4156,La,2.0,Co-catalyst,
7941,4156,H2O,,Reductant,
7942,4157,TiO2,,Catalyst,
7943,4157,Ce,1.5,Co-catalyst,
7944,4157,La,2.0,Co-catalyst,
7945,4157,H2O,,Reductant,
7946,4158,TiO2,,Catalyst,
7947,4158,Ce,1.5,Co-catalyst,
7948,4158,La,2.0,Co-catalyst,
7949,4158,H2O,,Reductant,
7950,4159,TiO2,,Catalyst,
7951,4159,Ce,2,Co-catalyst,
7952,4159,La,2.0,Co-catalyst,
7953,4159,H2O,,Reductant,
7954,4160,TiO2,,Catalyst,
7955,4160,Ce,2,Co-catalyst,
7956,4160,La,2.0,Co-catalyst,
7957,4160,H2O,,Reductant,
7958,4161,TiO2,,Catalyst,
7959,4161,Ce,2,Co-catalyst,
7960,4161,La,2.0,Co-catalyst,
7961,4161,H2O,,Reductant,
7962,4162,TiO2,,Catalyst,
7963,4162,Ce,2,Co-catalyst,
7964,4162,La,2.0,Co-catalyst,
7965,4162,H2O,,Reductant,
7966,4163,TiO2,,Catalyst,
7967,4163,Ce,2,Co-catalyst,
7968,4163,La,2.0,Co-catalyst,
7969,4163,H2O,,Reductant,
7970,4164,TiO2,,Catalyst,
7971,4164,Ce,2,Co-catalyst,
7972,4164,La,2.0,Co-catalyst,
7973,4164,H2O,,Reductant,
7974,4165,TiO2,,Catalyst,
7975,4165,Ce,2,Co-catalyst,
7976,4165,La,2.0,Co-catalyst,
7977,4165,H2O,,Reductant,
7978,4166,TiO2,,Catalyst,
7979,4166,Ce,2,Co-catalyst,
7980,4166,La,2.0,Co-catalyst,
7981,4166,H2O,,Reductant,
7982,4167,TiO2,,Catalyst,
7983,4167,Ce,2,Co-catalyst,
7984,4167,La,2.0,Co-catalyst,
7985,4167,H2O,,Reductant,
7986,4168,TiO2,,Catalyst,
7987,4168,Ce,2,Co-catalyst,
7988,4168,La,2.0,Co-catalyst,
7989,4168,H2O,,Reductant,
7990,4169,TiO2,,Catalyst,
7991,4169,Ce,2,Co-catalyst,
7992,4169,La,2.0,Co-catalyst,
7993,4169,H2O,,Reductant,
7994,4170,TiO2,,Catalyst,
7995,4170,Ce,2,Co-catalyst,
7996,4170,La,2.0,Co-catalyst,
7997,4170,H2O,,Reductant,
7998,4171,TiO2,,Catalyst,
7999,4171,Ce,1.5,Co-catalyst,
8000,4171,La,0.0,Dopant,
8001,4171,H2O,,Reductant,
8002,4172,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8003,4172,ZIF-67,11.11,Co-catalyst,
8004,4172,H2O,,Reductant,
8005,4173,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8006,4173,ZIF-67,11.11,Co-catalyst,
8007,4173,H2O,,Reductant,
8008,4174,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8009,4174,ZIF-67,11.11,Co-catalyst,
8010,4174,H2O,,Reductant,
8011,4175,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8012,4175,ZIF-67,11.11,Co-catalyst,
8013,4175,H2O,,Reductant,
8014,4176,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8015,4176,ZIF-67,11.11,Co-catalyst,
8016,4176,H2O,,Reductant,
8017,4177,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8018,4177,ZIF-67,0.62,Co-catalyst,
8019,4177,H2O,,Reductant,
8020,4178,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8021,4178,ZIF-67,2.44,Co-catalyst,
8022,4178,H2O,,Reductant,
8023,4179,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8024,4179,ZIF-67,9.76,Co-catalyst,
8025,4179,H2O,,Reductant,
8026,4180,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8027,4180,ZIF-67,5.88,Co-catalyst,
8028,4180,H2O,,Reductant,
8029,4181,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8030,4181,ZIF-67,11.11,Co-catalyst,
8031,4181,H2O,,Reductant,
8032,4182,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8033,4182,ZIF-67,27.27,Co-catalyst,
8034,4182,H2O,,Reductant,
8035,4183,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8036,4183,ZIF-67,46.66,Co-catalyst,
8037,4183,H2O,,Reductant,
8038,4184,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8039,4184,ZIF-67,11.11,Co-catalyst,
8040,4184,H2O,,Reductant,
8041,4185,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8042,4185,ZIF-67,11.11,Co-catalyst,
8043,4185,H2O,,Reductant,
8044,4186,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8045,4186,ZIF-67,11.11,Co-catalyst,
8046,4186,H2O,,Reductant,
8047,4187,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8048,4187,ZIF-67,11.11,Co-catalyst,
8049,4187,H2O,,Reductant,
8050,4188,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8051,4188,Co,11.11,Co-catalyst,
8052,4188,ZIF-67,0.0,Co-catalyst,
8053,4188,H2O,,Reductant,
8054,4189,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8055,4189,Zn,11.11,Co-catalyst,
8056,4189,ZIF-67,0.0,Co-catalyst,
8057,4189,H2O,,Reductant,
8058,4190,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8059,4190,Cu,11.11,Co-catalyst,
8060,4190,MOF,0.0,Co-catalyst,
8061,4190,H2O,,Reductant,
8062,4191,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8063,4191,Zr,11.11,Co-catalyst,
8064,4191,UIO-66-NH2,0.0,Co-catalyst,
8065,4191,H2O,,Reductant,
8066,4192,[Ru(bpy)3]Cl2A 6H2O,,Catalyst,
8067,4192,Fe,11.11,Co-catalyst,
8068,4192,MIL-101-NH2,0.0,Co-catalyst,
8069,4192,H2O,,Reductant,
8070,4193,Co-ZIF-67,,Catalyst,
8071,4193,[Ru(bpy)3]Cl2A 6H2O,,Dye,
8072,4193,H2O,,Reductant,
8073,4194,TiO2,,Catalyst,Anatase
8074,4194,Cu,1.7,Co-catalyst,Anatase
8075,4194,Pt,0.9,Co-catalyst,Anatase
8076,4194,H2O,,Reductant,Anatase
8077,4195,TiO2,,Catalyst,Anatase
8078,4195,Cu,0.59,Co-catalyst,Anatase
8079,4195,Pt,0.9,Co-catalyst,Anatase
8080,4195,H2O,,Reductant,Anatase
8081,4196,TiO2,,Catalyst,Anatase
8082,4196,Cu,1.1,Co-catalyst,Anatase
8083,4196,Pt,0.9,Co-catalyst,Anatase
8084,4196,H2O,,Reductant,Anatase
8085,4197,TiO2,,Catalyst,Anatase
8086,4197,Cu,3,Co-catalyst,Anatase
8087,4197,Pt,0.9,Co-catalyst,Anatase
8088,4197,H2O,,Reductant,Anatase
8089,4228,Pd(bpy)-F23,,Catalyst,
8090,4228,F-SiO2,2.0,Support,
8091,4228,DMF/TEA,,Reductant,
8092,4229,Pd(bpy)-F23,,Catalyst,
8093,4229,F-SiO2,2.0,Support,
8094,4229,TEA,,Reductant,
8095,4230,Pd(bpy)-F23,,Catalyst,
8096,4230,F-SiO2,2.0,Support,
8097,4230,CO2-DMF/TEA,,Reductant,
8098,4231,Pd(bpy)-F23,,Catalyst,
8099,4231,F-SiO2,2.0,Support,
8100,4231,CO2-DMF/TEA,,Reductant,
8101,4232,Pd(bpy)-F23,,Catalyst,
8102,4232,F-SiO2,2.0,Support,
8103,4232,CO2-DMF/TEA,,Reductant,
8104,4233,Pd(bpy)-F23,,Catalyst,
8105,4233,F-SiO2,2.0,Support,
8106,4233,CO2-DMF/TEA,,Reductant,
8107,4234,Pd(bpy)-F23,,Catalyst,
8108,4234,F-SiO2,2.0,Support,
8109,4234,CO2-DMF/TEA,,Reductant,
8110,4235,Pd(bpy)-F23,,Catalyst,
8111,4235,F-SiO2,2.0,Support,
8112,4235,CO2-DMF/TEA,,Reductant,
8113,4236,Pd(bpy)-F23,,Catalyst,
8114,4236,F-SiO2,2.0,Support,
8115,4236,CO2-DMF/TEA,,Reductant,
8116,4237,Pd(bpy)-F23,,Catalyst,
8117,4237,F-SiO2,2.0,Support,
8118,4237,CO2-DMF/TEA,,Reductant,
8119,4238,Pd(bpy)-F23,,Catalyst,
8120,4238,F-SiO2,2.0,Support,
8121,4238,CO2-DMF/TEA,,Reductant,
8122,4239,Pd(bpy)-F23,,Catalyst,
8123,4239,F-SiO2,2.0,Support,
8124,4239,CO2-DMF/TEA,,Reductant,
8125,4240,Pd(bpy)-F23,,Catalyst,
8126,4240,F-SiO2,2.0,Support,
8127,4240,CO2-DMF/TEA,,Reductant,
8128,4241,Pd(bpy)-F23,,Catalyst,
8129,4241,F-SiO2,2.0,Support,
8130,4241,CO2-DMF/TEA,,Reductant,
8131,4242,Pd(bpy)-F23,,Catalyst,
8132,4242,F-SiO2,2.0,Support,
8133,4242,CO2-DMF/TEA,,Reductant,
8134,4243,Pd(bpy)-F23,,Catalyst,
8135,4243,F-SiO2,2.0,Support,
8136,4243,CO2-DMF/TEA,,Reductant,
8137,4244,Pd(bpy)-F23,,Catalyst,
8138,4244,F-SiO2,2.0,Support,
8139,4244,CO2-DMF/TEA,,Reductant,
8140,4245,Pd(bpy)-F23,,Catalyst,
8141,4245,F-SiO2,2.0,Support,
8142,4245,CO2-DMF/TEA,,Reductant,
8143,4246,Pd(bpy)-F23,,Catalyst,
8144,4246,F-SiO2,2.0,Support,
8145,4246,CO2-DMF/TEA,,Reductant,
8146,4247,Pd(bpy)-F23,,Catalyst,
8147,4247,F-SiO2,2.0,Support,
8148,4247,CO2-DMF/TEA,,Reductant,
8149,4248,Pd(bpy)-F23,,Catalyst,
8150,4248,F-SiO2,2.0,Support,
8151,4248,CO2-DMF/TEA,,Reductant,
8152,4249,Pd(bpy)-F23,,Catalyst,
8153,4249,F-SiO2,2.0,Support,
8154,4249,CO2-DMF/TEA,,Reductant,
8155,4250,Pd(bpy)-F23,,Catalyst,
8156,4250,F-SiO2,2.0,Support,
8157,4250,CO2-DMF/TEA,,Reductant,
8158,4251,Pd(bpy)-F23,,Catalyst,
8159,4251,F-SiO2,2.0,Support,
8160,4251,CO2-DMF/TEA,,Reductant,
8161,4252,Pd(bpy)-F23,,Catalyst,
8162,4252,F-SiO2,2.0,Support,
8163,4252,CO2-DMF/TEA,,Reductant,
8164,4253,Pd(bpy)-F23,,Catalyst,
8165,4253,F-SiO2,2.0,Support,
8166,4253,CO2-DMF/TEA,,Reductant,
8167,4254,Pd(bpy)-F23,,Catalyst,
8168,4254,F-SiO2,2.0,Support,
8169,4254,CO2-DMF/TEA,,Reductant,
8170,4255,Pd(bpy)-F23,,Catalyst,
8171,4255,F-SiO2,2.0,Support,
8172,4255,DMF/TEA,,Reductant,
8173,4256,Pd(bpy)-F23,,Catalyst,
8174,4256,F-SiO2,2.0,Support,
8175,4256,NMP/TEA,,Reductant,
8176,4257,Pd(bpy)-F23,,Catalyst,
8177,4257,F-SiO2,2.0,Support,
8178,4257,THF/TEA,,Reductant,
8179,4258,Pd(bpy)-F23,,Catalyst,
8180,4258,F-SiO2,2.0,Support,
8181,4258,MeCN/TEA,,Reductant,
8182,4259,Pd(bpy)-F21,,Catalyst,
8183,4259,F-SiO2,2.0,Support,
8184,4259,DMF/TEA,,Reductant,
8185,4260,Pd(bpy)-F21,,Catalyst,
8186,4260,F-SiO2,10.0,Support,
8187,4260,DMF/TEA,,Reductant,
8188,4261,Pd(bpy)-F23,,Catalyst,
8189,4261,F-SiO2,10.0,Support,
8190,4261,DMF/TEA,,Reductant,
8191,4262,Pd(bpy)-F23,,Catalyst,
8192,4262,F-SiO2,10.0,Support,
8193,4262,DMF/TEA,,Reductant,
8194,4263,Pd(bpy)-F21,,Catalyst,
8195,4263,F-SiO2,10.0,Support,
8196,4263,DMF/TEA,,Reductant,
8197,4264,Pd-F23,,Catalyst,
8198,4264,DMF/TEA,,Reductant,
8199,4265,Pd-F21,,Catalyst,
8200,4265,DMF/TEA,,Reductant,
8201,4266,Ti-SBA-15,,Catalyst,
8202,4266,Ti,0.03,Dopant,
8203,4266,H2O,,Reductant,
8204,4267,Ti-SBA-15,,Catalyst,
8205,4267,Ti,0.01,Dopant,
8206,4267,H2O,,Reductant,
8207,4268,Ti-SBA-15,,Catalyst,
8208,4268,Ti,0.02,Dopant,
8209,4268,H2O,,Reductant,
8210,4269,Ti-SBA-15,,Catalyst,
8211,4269,Ti,0.03,Dopant,
8212,4269,H2O,,Reductant,
8213,4270,Ti-SBA-15,,Catalyst,
8214,4270,Ti,0.01,Dopant,
8215,4270,H2O,,Reductant,
8216,4271,Ti-SBA-15,,Catalyst,
8217,4271,Ti,0.02,Dopant,
8218,4271,H2O,,Reductant,
8219,4272,Ti-KIT-6,,Catalyst,
8220,4272,Ti,0.03,Dopant,
8221,4272,H2O,,Reductant,
8222,4273,Ti-KIT-6,,Catalyst,
8223,4273,Ti,0.01,Dopant,
8224,4273,H2O,,Reductant,
8225,4274,Ti-KIT-6,,Catalyst,
8226,4274,Ti,0.02,Dopant,
8227,4274,H2O,,Reductant,
8228,4275,Ti-KIT-6,,Catalyst,
8229,4275,Ti,0.03,Dopant,
8230,4275,H2O,,Reductant,
8231,4276,Ti-KIT-6,,Catalyst,
8232,4276,Ti,0.01,Dopant,
8233,4276,H2O,,Reductant,
8234,4277,Ti-KIT-6,,Catalyst,
8235,4277,Ti,0.02,Dopant,
8236,4277,H2O,,Reductant,
8237,4278,Ti-KIT-6,,Catalyst,
8238,4278,Ti,0.01,Dopant,
8239,4278,H2O,,Reductant,
8240,4279,Ti-KIT-6,,Catalyst,
8241,4279,Ti,0.01,Dopant,
8242,4279,H2O,,Reductant,
8243,4280,Ti-KIT-6,,Catalyst,
8244,4280,Ti,0.01,Dopant,
8245,4280,H2O,,Reductant,
8246,4281,Ti-KIT-6,,Catalyst,
8247,4281,Ti,0.01,Dopant,
8248,4281,H2O,,Reductant,
8249,4282,Ti-KIT-6,,Catalyst,
8250,4282,Ti,0.01,Dopant,
8251,4282,H2O,,Reductant,
8252,4283,Ti-KIT-6,,Catalyst,
8253,4283,Ti,0.01,Dopant,
8254,4283,H2O,,Reductant,
8255,4284,Ti-KIT-6,,Catalyst,
8256,4284,Ti,0.01,Dopant,
8257,4284,H2O,,Reductant,
8258,4285,Ti-KIT-6,,Catalyst,
8259,4285,Ti,0.01,Dopant,
8260,4285,H2O,,Reductant,
8261,4286,Ti-KIT-6,,Catalyst,
8262,4286,Ti,0.01,Dopant,
8263,4286,H2O,,Reductant,
8264,4287,Ti-KIT-6,,Catalyst,
8265,4287,Ti,0.01,Dopant,
8266,4287,H2O,,Reductant,
8267,4288,Ti-KIT-6,,Catalyst,
8268,4288,Ti,0.03,Dopant,
8269,4288,H2O,,Reductant,
8270,4289,Ti-KIT-6,,Catalyst,
8271,4289,Ti,0.01,Dopant,
8272,4289,H2O,,Reductant,
8273,4290,Ti-KIT-6,,Catalyst,
8274,4290,Ti,0.02,Dopant,
8275,4290,H2O,,Reductant,
8276,4291,Ti-KIT-6,,Catalyst,
8277,4291,Ti,0.01,Dopant,
8278,4291,H2O,,Reductant,
8279,4292,Ti-KIT-6,,Catalyst,
8280,4292,Ti,0.01,Dopant,
8281,4292,H2O,,Reductant,
8282,4293,Ti-KIT-6,,Catalyst,
8283,4293,Ti,0.01,Dopant,
8284,4293,H2O,,Reductant,
8285,4294,Ti-KIT-6,,Catalyst,
8286,4294,Ti,0.01,Dopant,
8287,4294,H2O,,Reductant,
8288,4295,Ti-KIT-6,,Catalyst,
8289,4295,Ti,0.01,Dopant,
8290,4295,H2O,,Reductant,
8291,4296,Ti-KIT-6,,Catalyst,
8292,4296,Ti,0.01,Dopant,
8293,4296,H2O,,Reductant,
8294,4297,Ti-KIT-6,,Catalyst,
8295,4297,Ti,0.01,Dopant,
8296,4297,H2O,,Reductant,
8297,4298,Ti-KIT-6,,Catalyst,
8298,4298,Ti,0.01,Dopant,
8299,4298,H2O,,Reductant,
8300,4299,Ti-KIT-6,,Catalyst,
8301,4299,Ti,0.01,Dopant,
8302,4299,H2O,,Reductant,
8303,4300,Ti-KIT-6,,Catalyst,
8304,4300,Ti,0.01,Dopant,
8305,4300,H2O,,Reductant,
8306,4301,Ti-KIT-6,,Catalyst,
8307,4301,Ti,0.01,Dopant,
8308,4301,H2O,,Reductant,
8309,4302,Ti-KIT-6,,Catalyst,
8310,4302,Ti,0.01,Dopant,
8311,4302,H2O,,Reductant,
8312,4303,Ti-KIT-6,,Catalyst,
8313,4303,Ti,0.01,Dopant,
8314,4303,H2O,,Reductant,
8315,4304,Ti-KIT-6,,Catalyst,
8316,4304,Ti,0.01,Dopant,
8317,4304,H2O,,Reductant,
8318,4305,Ti-KIT-6,,Catalyst,
8319,4305,Ti,0.01,Dopant,
8320,4305,H2O,,Reductant,
8321,4306,Ti-KIT-6,,Catalyst,
8322,4306,Ti,0.01,Dopant,
8323,4306,H2O,,Reductant,
8324,4307,Ti-KIT-6,,Catalyst,
8325,4307,Ti,0.01,Dopant,
8326,4307,H2O,,Reductant,
8327,4308,Ti-KIT-6,,Catalyst,
8328,4308,Ti,0.01,Dopant,
8329,4308,H2O,,Reductant,
8330,4309,Ti-KIT-6,,Catalyst,
8331,4309,Ti,0.01,Dopant,
8332,4309,H2O,,Reductant,
8333,4310,Ti-KIT-6,,Catalyst,
8334,4310,Ti,0.01,Dopant,
8335,4310,H2O,,Reductant,
8336,4311,Ti-KIT-6,,Catalyst,
8337,4311,Ti,0.01,Dopant,
8338,4311,H2O,,Reductant,
8339,4312,Ti-KIT-6,,Catalyst,
8340,4312,Ti,0.01,Dopant,
8341,4312,H2O,,Reductant,
8342,4313,Ti-KIT-6,,Catalyst,
8343,4313,Ti,0.01,Dopant,
8344,4313,H2O,,Reductant,
8345,4314,Ti-KIT-6,,Catalyst,
8346,4314,Ti,0.01,Dopant,
8347,4314,H2O,,Reductant,
8348,4315,Ti-KIT-6,,Catalyst,
8349,4315,Ti,0.01,Dopant,
8350,4315,H2O,,Reductant,
8351,4316,Ti-KIT-6,,Catalyst,
8352,4316,Ti,0.01,Dopant,
8353,4316,H2O,,Reductant,
8354,4317,Ti-KIT-6,,Catalyst,
8355,4317,Ti,0.01,Dopant,
8356,4317,H2O,,Reductant,
8357,4318,Ti-KIT-6,,Catalyst,
8358,4318,Ti,0.01,Dopant,
8359,4318,H2O,,Reductant,
8360,4319,Ti-KIT-6,,Catalyst,
8361,4319,Ti,0.01,Dopant,
8362,4319,H2O,,Reductant,
8363,4320,Ti-KIT-6,,Catalyst,
8364,4320,Ti,0.01,Dopant,
8365,4320,H2O,,Reductant,
8366,4321,Ti-KIT-6,,Catalyst,
8367,4321,Ti,0.01,Dopant,
8368,4321,H2O,,Reductant,
8369,4322,Ti-KIT-6,,Catalyst,
8370,4322,Ti,0.01,Dopant,
8371,4322,H2O,,Reductant,
8372,4323,Ti-KIT-6,,Catalyst,
8373,4323,Ti,0.01,Dopant,
8374,4323,H2O,,Reductant,
8375,4324,Ti-KIT-6,,Catalyst,
8376,4324,Ti,0.01,Dopant,
8377,4324,H2O,,Reductant,
8378,4325,Ti-KIT-6,,Catalyst,
8379,4325,Ti,0.01,Dopant,
8380,4325,H2O,,Reductant,
8381,4326,Ti-KIT-6,,Catalyst,
8382,4326,Ti,0.01,Dopant,
8383,4326,H2O,,Reductant,
8384,4327,Ti-KIT-6,,Catalyst,
8385,4327,Ti,0.01,Dopant,
8386,4327,H2O,,Reductant,
8387,4328,Ti-KIT-6,,Catalyst,
8388,4328,Ti,0.01,Dopant,
8389,4328,H2O,,Reductant,
8390,4329,Ti-KIT-6,,Catalyst,
8391,4329,Ti,0.01,Dopant,
8392,4329,H2O,,Reductant,
8393,4330,Ti-KIT-6,,Catalyst,
8394,4330,Ti,0.01,Dopant,
8395,4330,H2O,,Reductant,
8396,4331,Ti-KIT-6,,Catalyst,
8397,4331,Ti,0.01,Dopant,
8398,4331,H2O,,Reductant,
8399,4332,Ti-KIT-6,,Catalyst,
8400,4332,Ti,0.01,Dopant,
8401,4332,H2O,,Reductant,
8402,4333,Ti-KIT-6,,Catalyst,
8403,4333,Ti,0.01,Dopant,
8404,4333,H2O,,Reductant,
8405,4334,Ti-KIT-6,,Catalyst,
8406,4334,Ti,0.01,Dopant,
8407,4334,H2O,,Reductant,
8408,4335,Ti-KIT-6,,Catalyst,
8409,4335,Ti,0.01,Dopant,
